seqnames	start	end
chr1	85049719	85050075
chr1	85050751	85051131
chr1	85061932	85062695
chr1	85075244	85075410
chr1	85078419	85078572
chr1	85090355	85090471
chr1	85091962	85092100
chr1	85109423	85109645
chr1	85171928	85172199
chr1	85174484	85174762
chr1	85179331	85180094
chr1	85200386	85202140
chr1	85211801	85211921
chr1	85248594	85248942
chr1	85259116	85259998
chr1	85269257	85269377
chr1	85275452	85277145
chr1	85278987	85279209
chr1	85297970	85298723
chr1	85308085	85308629
chr1	85337179	85337317
chr1	85465167	85465412
chr1	85692982	85693137
chr1	85707767	85708916
chr1	85820356	85820568
chr1	86068489	86068689
chr1	86346882	86347012
chr1	86380169	86380723
chr1	86389382	86389929
chr1	86395520	86396914
chr1	86419396	86419754
chr1	86429910	86430064
chr1	86441661	86441863
chr1	86476029	86476163
chr1	86502144	86502900
chr1	86516009	86516167
chr1	86520522	86520646
chr1	86581099	86581248
chr1	86582585	86582722
chr1	86666282	86666570
chr1	86703794	86705516
chr1	86714271	86714991
chr1	86739730	86740712
chr1	86786580	86786780
chr1	86826894	86827053
chr1	86833456	86833865
chr1	86859093	86859399
chr1	86865703	86865818
chr1	86868631	86868752
chr1	86913534	86915752
chr1	86933428	86933562
chr1	86933635	86933998
chr1	87030265	87030511
chr1	87044707	87046309
chr1	87059042	87059201
chr1	87061746	87062116
chr1	87104489	87104647
chr1	87131820	87132317
chr1	87151733	87152154
chr1	87281716	87281899
chr1	87326070	87326240
chr1	87328239	87329138
chr1	87331545	87332024
chr1	87333771	87333933
chr1	87335137	87335574
chr1	87348258	87348397
chr1	87404250	87404599
chr1	87553784	87553949
chr1	87638087	87638247
chr1	87646722	87646913
chr1	87852847	87852984
chr1	87996356	87996494
chr1	88176244	88176391
chr1	88199967	88200120
chr1	88208492	88208662
chr1	88309386	88309559
chr1	88398939	88399066
chr1	88414059	88414257
chr1	88582313	88582573
chr1	88595422	88595598
chr1	88608376	88608721
chr1	88655637	88655783
chr1	88661074	88661603
chr1	88683178	88685122
chr1	88736805	88737060
chr1	88737373	88737537
chr1	88773730	88773856
chr1	88800208	88800669
chr1	88812030	88812219
chr1	88867824	88868533
chr1	88891138	88892098
chr1	88950259	88950543
chr1	88972794	88973153
chr1	88973341	88973532
chr1	88973672	88973975
chr1	88983989	88984124
chr1	88984918	88985481
chr1	88991575	88993387
chr1	88998790	88999533
chr1	89001734	89001908
chr1	89022023	89023182
chr1	89034045	89034322
chr1	89041028	89041515
chr1	89046552	89046995
chr1	89064352	89065818
chr1	89070100	89070673
chr1	89084721	89084901
chr1	89085878	89086060
chr1	89102127	89102281
chr1	89105636	89105923
chr1	89125474	89127652
chr1	89128885	89129267
chr1	89133903	89134036
chr1	89198318	89199747
chr1	89200317	89201202
chr1	89201269	89201394
chr1	89208334	89208491
chr1	89259238	89260482
chr1	89271774	89273171
chr1	89274213	89274830
chr1	89276754	89276884
chr1	89277817	89278097
chr1	89278292	89278469
chr1	89278872	89279795
chr1	89285462	89285735
chr1	89285886	89287538
chr1	89299809	89300498
chr1	89309899	89311184
chr1	89311710	89311837
chr1	89334230	89334421
chr1	89351168	89351351
chr1	89351947	89352410
chr1	89357568	89357834
chr1	89358059	89358850
chr1	89363342	89363470
chr1	89370569	89370734
chr1	89382576	89382729
chr1	89407195	89407333
chr1	89407501	89407825
chr1	89434496	89434719
chr1	89447113	89447298
chr1	89450963	89451606
chr1	89455099	89455362
chr1	89465289	89465634
chr1	89483178	89483552
chr1	89489119	89489412
chr1	89506087	89506468
chr1	89519933	89520041
chr1	89523913	89525712
chr1	89536995	89537166
chr1	89545467	89546811
chr1	89547889	89548031
chr1	89552725	89553017
chr1	89588607	89588768
chr1	89590782	89590968
chr1	89598609	89599273
chr1	89603175	89604420
chr1	89606735	89609305
chr1	89610827	89611034
chr1	89611615	89612017
chr1	89617410	89617548
chr1	89622756	89623138
chr1	89626980	89627384
chr1	89630132	89630261
chr1	89632395	89633847
chr1	89636026	89636617
chr1	89641602	89641873
chr1	89649721	89649846
chr1	89650056	89650262
chr1	89652532	89652735
chr1	89652897	89653155
chr1	89657907	89658744
chr1	89659345	89660372
chr1	89666970	89667105
chr1	89670189	89670468
chr1	89672244	89672450
chr1	89676509	89676642
chr1	89693805	89694096
chr1	89694282	89694404
chr1	89698174	89698620
chr1	89698676	89699659
chr1	89706628	89706913
chr1	89708289	89708463
chr1	89719266	89720064
chr1	89721389	89721647
chr1	89724712	89725367
chr1	89739249	89739770
chr1	89754547	89756218
chr1	89756694	89756826
chr1	89757622	89757838
chr1	89762660	89763804
chr1	89780582	89782261
chr1	89798917	89799060
chr1	89804666	89804979
chr1	89820506	89822103
chr1	89842977	89845115
chr1	89854248	89854510
chr1	89855363	89856343
chr1	89863236	89864122
chr1	89865772	89866074
chr1	89870801	89871426
chr1	89872697	89872817
chr1	89873972	89874102
chr1	89906720	89906856
chr1	89918213	89918498
chr1	89930663	89930840
chr1	89953201	89953568
chr1	89957131	89957377
chr1	89969554	89969743
chr1	89987268	89987677
chr1	89994696	89995793
chr1	90000681	90001209
chr1	90003580	90003716
chr1	90049699	90049838
chr1	90074099	90074218
chr1	90121673	90121814
chr1	90508441	90508859
chr1	90579441	90579640
chr1	90581714	90581833
chr1	90851069	90851770
chr1	90897877	90898010
chr1	90919508	90920238
chr1	90926100	90926221
chr1	90926374	90926779
chr1	90946780	90946903
chr1	90951180	90951327
chr1	90954224	90954454
chr1	90964591	90964713
chr1	90965139	90965314
chr1	90969269	90969455
chr1	90996354	90996607
chr1	91015898	91016158
chr1	91021334	91022666
chr1	91053906	91054341
chr1	91054949	91055135
chr1	91100223	91100350
chr1	91100753	91100885
chr1	91124994	91125233
chr1	91128628	91128758
chr1	91156546	91156699
chr1	91165385	91165751
chr1	91165939	91166199
chr1	91190076	91190270
chr1	91243818	91243978
chr1	91282929	91283069
chr1	91404349	91404733
chr1	91457600	91458099
chr1	91470637	91470791
chr1	91500411	91501678
chr1	91523487	91523780
chr1	91530528	91530696
chr1	91548431	91549595
chr1	91555669	91556715
chr1	91569426	91569695
chr1	91576356	91576478
chr1	91591467	91592262
chr1	91684884	91685153
chr1	91697553	91697800
chr1	91712838	91712990
chr1	91713145	91713743
chr1	91731425	91732157
chr1	91754257	91754927
chr1	91785197	91785348
chr1	91791565	91791997
chr1	91803765	91805410
chr1	91810962	91811118
chr1	91872740	91872977
chr1	91876138	91876524
chr1	91877472	91878626
chr1	91884570	91886471
chr1	91896075	91896272
chr1	91927220	91927522
chr1	91948105	91949191
chr1	92017131	92017255
chr1	92017400	92017560
chr1	92029615	92030417
chr1	92030599	92030732
chr1	92030876	92031122
chr1	92080117	92081232
chr1	92110474	92110598
chr1	92117632	92117772
chr1	92122644	92122753
chr1	92123898	92124200
chr1	92210643	92210970
chr1	92274927	92275124
chr1	92298350	92299559
chr1	92311812	92311940
chr1	92315738	92316464
chr1	92317982	92318099
chr1	92356787	92356965
chr1	92365660	92366170
chr1	92408890	92409033
chr1	92410823	92411409
chr1	92465960	92466116
chr1	92473795	92474486
chr1	92475987	92476678
chr1	92483344	92483829
chr1	92484515	92487139
chr1	92495245	92495847
chr1	92504428	92504931
chr1	92536383	92539090
chr1	92567444	92567725
chr1	92577093	92578099
chr1	92583709	92584983
chr1	92587582	92587854
chr1	92599640	92599776
chr1	92604863	92604994
chr1	92622996	92623618
chr1	92672009	92672133
chr1	92749170	92749422
chr1	92784124	92784519
chr1	92784675	92785582
chr1	92817978	92818329
chr1	92831834	92832849
chr1	92838609	92838744
chr1	92840496	92840740
chr1	92858643	92859782
chr1	92870761	92870871
chr1	92877168	92878173
chr1	92882635	92883869
chr1	92902178	92902295
chr1	92920914	92921114
chr1	92951120	92951644
chr1	92953613	92953775
chr1	92960260	92962892
chr1	92965103	92965212
chr1	92968272	92968715
chr1	92973157	92973738
chr1	92977655	92978048
chr1	92980852	92981654
chr1	92990482	92990609
chr1	92994076	92994530
chr1	93004848	93005151
chr1	93021717	93021957
chr1	93029235	93029951
chr1	93036289	93036439
chr1	93042203	93043074
chr1	93062331	93062567
chr1	93078630	93079658
chr1	93079961	93081093
chr1	93093914	93094147
chr1	93094307	93094422
chr1	93170780	93171289
chr1	93171404	93171757
chr1	93179333	93181608
chr1	93219229	93219834
chr1	93294613	93294843
chr1	93304784	93304904
chr1	93336548	93336988
chr1	93345181	93347277
chr1	93360362	93360548
chr1	93434354	93434539
chr1	93438106	93438226
chr1	93447034	93447350
chr1	93447875	93449014
chr1	93607531	93608467
chr1	93615754	93616182
chr1	93629574	93629770
chr1	93648879	93649064
chr1	93667669	93667891
chr1	93681414	93681734
chr1	93691384	93691506
chr1	93693137	93693292
chr1	93693438	93693582
chr1	93717051	93717255
chr1	93818284	93818835
chr1	93829941	93830079
chr1	93845880	93848096
chr1	93864941	93865094
chr1	93878465	93879635
chr1	93908474	93910114
chr1	93919777	93919907
chr1	93984128	93984280
chr1	94061566	94061738
chr1	94247455	94247820
chr1	94270696	94270870
chr1	94384391	94385071
chr1	94385470	94385831
chr1	94417827	94418925
chr1	94430344	94430575
chr1	94481419	94481749
chr1	94541639	94542112
chr1	94547862	94548067
chr1	94613389	94613506
chr1	94658218	94658368
chr1	94704465	94704671
chr1	94782480	94782622
chr1	94841377	94841559
chr1	94854343	94854909
chr1	94862997	94863238
chr1	94883240	94883949
chr1	94926341	94926475
chr1	94926605	94927619
chr1	94952879	94953047
chr1	94962949	94963223
chr1	95043298	95043839
chr1	95072383	95073602
chr1	95084535	95084930
chr1	95116751	95118001
chr1	95207345	95207474
chr1	95223103	95223260
chr1	95233671	95234667
chr1	95307683	95307834
chr1	95524564	95524688
chr1	95634312	95634747
chr1	95697548	95697687
chr1	95701666	95701796
chr1	95794867	95795059
chr1	95840682	95840952
chr1	95853171	95853480
chr1	95879142	95879500
chr1	96059875	96060009
chr1	96071668	96071796
chr1	96409394	96409531
chr1	96498693	96498953
chr1	96534699	96534817
chr1	96572963	96573132
chr1	96677048	96677226
chr1	96721218	96722847
chr1	96733418	96733575
chr1	96775079	96775252
chr1	96862594	96862778
chr1	96863314	96863455
chr1	96909285	96909461
chr1	96966699	96966868
chr1	97179390	97179630
chr1	97278753	97278881
chr1	97337302	97337500
chr1	97699957	97700196
chr1	97755341	97755527
chr1	97767075	97767262
chr1	97800571	97800759
chr1	97844947	97845102
chr1	97854978	97855111
chr1	97920169	97921601
chr1	97935924	97936083
chr1	97942381	97942610
chr1	97955342	97955489
chr1	98048445	98048612
chr1	98053803	98054476
chr1	98094578	98094865
chr1	98172593	98172732
chr1	98220321	98220473
chr1	98230173	98230315
chr1	98388391	98388635
chr1	98397050	98397165
chr1	98464874	98465055
chr1	98488911	98489026
chr1	98575635	98575787
chr1	98647938	98648091
chr1	98661663	98661872
chr1	98752925	98753128
chr1	98794211	98794892
chr1	98797385	98797852
chr1	98813791	98813944
chr1	98819007	98819150
chr1	98850086	98850234
chr1	98871042	98872064
chr1	98906423	98906608
chr1	98940139	98940827
chr1	98991370	98992082
chr1	98999471	98999676
chr1	99004292	99005111
chr1	99050270	99050425
chr1	99106119	99106272
chr1	99110478	99110696
chr1	99180403	99180528
chr1	99185901	99186183
chr1	99202141	99202253
chr1	99379877	99380016
chr1	99436171	99436325
chr1	99461755	99462019
chr1	99473924	99474144
chr1	99540448	99540614
chr1	99547014	99547130
chr1	99617570	99617773
chr1	99659852	99660313
chr1	99696882	99697115
chr1	99709910	99710096
chr1	99728485	99728712
chr1	99766407	99766661
chr1	99784420	99785166
chr1	99808606	99809228
chr1	99816557	99816722
chr1	99820633	99820788
chr1	99849598	99850797
chr1	99919702	99919907
chr1	99955113	99955287
chr1	99969459	99970679
chr1	100028931	100029058
chr1	100037548	100039353
chr1	100046732	100047174
chr1	100117113	100117346
chr1	100124232	100124415
chr1	100132519	100133568
chr1	100164147	100164279
chr1	100208088	100208227
chr1	100220347	100220463
chr1	100249026	100250315
chr1	100265619	100266705
chr1	100290304	100290491
chr1	100306857	100307454
chr1	100323606	100323741
chr1	100351255	100352889
chr1	100365080	100365417
chr1	100377682	100378276
chr1	100386256	100387127
chr1	100388179	100388410
chr1	100390633	100390823
chr1	100391682	100392248
chr1	100394388	100394644
chr1	100396804	100396920
chr1	100397308	100397980
chr1	100400156	100401028
chr1	100403233	100403389
chr1	100405986	100406177
chr1	100413112	100413416
chr1	100414472	100415135
chr1	100423524	100424310
chr1	100428233	100428442
chr1	100439894	100440698
chr1	100441703	100441981
chr1	100444006	100444359
chr1	100445368	100446250
chr1	100452565	100453138
chr1	100459381	100459943
chr1	100463838	100464223
chr1	100485798	100485972
chr1	100509149	100509286
chr1	100522226	100522449
chr1	100523158	100523366
chr1	100530603	100531419
chr1	100539074	100540115
chr1	100543327	100543458
chr1	100543695	100543916
chr1	100565276	100565408
chr1	100565710	100565833
chr1	100577295	100577421
chr1	100581139	100581359
chr1	100622393	100622532
chr1	100647142	100647305
chr1	100831781	100831932
chr1	100834351	100834536
chr1	100835171	100835315
chr1	100845670	100845800
chr1	100868370	100868771
chr1	100880200	100880359
chr1	100889252	100889412
chr1	100895077	100896984
chr1	100904574	100904745
chr1	100918435	100918728
chr1	100926957	100928356
chr1	100941751	100943293
chr1	100943363	100943538
chr1	100949173	100950028
chr1	100953091	100953258
chr1	100955416	100955607
chr1	100959444	100959812
chr1	100963280	100963532
chr1	100995512	100995887
chr1	101000423	101000566
chr1	101002963	101003249
chr1	101004170	101004397
chr1	101004526	101004702
chr1	101005126	101005591
chr1	101006457	101006899
chr1	101024941	101026478
chr1	101037005	101037194
chr1	101044657	101044850
chr1	101052096	101052387
chr1	101065726	101066895
chr1	101072005	101072277
chr1	101081604	101081861
chr1	101088374	101088640
chr1	101111689	101112782
chr1	101120814	101121746
chr1	101122218	101122955
chr1	101128144	101129405
chr1	101130035	101130551
chr1	101136530	101137775
chr1	101153757	101154110
chr1	101168055	101168291
chr1	101178465	101179662
chr1	101187525	101187671
chr1	101188467	101188677
chr1	101220812	101221028
chr1	101222148	101222264
chr1	101228545	101228677
chr1	101235209	101237784
chr1	101238119	101239533
chr1	101247440	101247632
chr1	101251557	101251749
chr1	101257848	101258259
chr1	101259680	101260686
chr1	101262674	101263144
chr1	101264663	101265069
chr1	101278465	101279299
chr1	101284009	101285040
chr1	101288203	101288858
chr1	101291049	101291219
chr1	101291524	101291721
chr1	101293603	101293923
chr1	101298764	101298883
chr1	101309161	101310522
chr1	101311663	101311862
chr1	101338874	101338985
chr1	101349133	101349609
chr1	101357326	101357668
chr1	101371286	101371591
chr1	101389338	101389478
chr1	101389618	101389817
chr1	101412856	101412972
chr1	101437680	101437951
chr1	101452106	101452240
chr1	101453813	101453942
chr1	101454017	101454224
chr1	101507592	101507766
chr1	101567229	101568033
chr1	101586402	101586536
chr1	101592142	101592255
chr1	101616261	101616373
chr1	101625100	101625254
chr1	101625777	101625933
chr1	101632591	101633008
chr1	101745726	101745847
chr1	101878674	101878833
chr1	102058662	102058814
chr1	102110302	102110460
chr1	102174920	102175113
chr1	102245767	102245966
chr1	102400190	102400374
chr1	102532707	102532856
chr1	102744656	102744889
chr1	102766626	102767021
chr1	102853975	102854147
chr1	102884518	102884672
chr1	103186917	103187090
chr1	103225040	103225233
chr1	103260097	103260296
chr1	103303167	103303304
chr1	103327061	103327260
chr1	103389931	103390045
chr1	103391486	103391646
chr1	103515051	103515521
chr1	103516133	103517594
chr1	103525054	103525523
chr1	103525660	103526502
chr1	103564904	103565134
chr1	103565202	103565325
chr1	103587730	103587935
chr1	103588207	103588373
chr1	103760690	103760842
chr1	103926798	103926935
chr1	104019028	104019309
chr1	104270887	104271137
chr1	104390706	104390824
chr1	104488415	104488636
chr1	104581092	104581226
chr1	104583550	104583760
chr1	104651588	104651748
chr1	104666291	104666455
chr1	104817602	104817721
chr1	104852127	104852248
chr1	104922484	104922730
chr1	104980502	104980664
chr1	105004808	105004977
chr1	105005068	105005201
chr1	105060073	105060411
chr1	105137904	105138186
chr1	105239235	105239493
chr1	105444612	105444745
chr1	105459847	105459989
chr1	105592833	105593003
chr1	105597093	105597269
chr1	105725802	105726032
chr1	106013951	106014124
chr1	106107744	106107899
chr1	106124741	106124871
chr1	106473755	106473880
chr1	106479912	106480141
chr1	106491857	106492005
chr1	106620349	106620577
chr1	106672160	106672278
chr1	106840609	106840754
chr1	107056425	107057733
chr1	107097238	107097409
chr1	107140142	107140313
chr1	107141010	107141286
chr1	107141666	107141802
chr1	107164703	107164971
chr1	107184086	107184209
chr1	107289304	107289637
chr1	107321674	107321798
chr1	107424990	107425170
chr1	107492333	107492527
chr1	107601423	107601662
chr1	107738046	107738190
chr1	107754453	107754576
chr1	107785968	107787107
chr1	107791506	107791641
chr1	107795509	107796245
chr1	107804180	107804529
chr1	107820900	107821655
chr1	107829226	107829670
chr1	107840803	107841007
chr1	107841038	107841212
chr1	107842254	107842558
chr1	107875806	107876086
chr1	107886099	107886268
chr1	107897276	107897934
chr1	107900154	107900523
chr1	107912642	107912767
chr1	107920034	107920470
chr1	107934440	107935917
chr1	107936620	107937320
chr1	107949944	107950156
chr1	107963438	107965865
chr1	107975923	107976078
chr1	108051177	108051837
chr1	108077966	108078462
chr1	108078758	108078913
chr1	108079703	108080041
chr1	108080569	108080696
chr1	108082863	108083473
chr1	108107556	108107947
chr1	108125483	108125926
chr1	108151611	108151735
chr1	108153498	108153623
chr1	108199335	108201177
chr1	108211685	108211880
chr1	108317659	108317846
chr1	108504597	108505870
chr1	108512507	108512718
chr1	108559568	108562487
chr1	108570069	108570592
chr1	108570902	108571255
chr1	108572218	108572442
chr1	108584680	108584811
chr1	108585651	108585790
chr1	108590594	108591694
chr1	108640161	108640523
chr1	108643510	108643985
chr1	108644965	108645760
chr1	108646666	108647229
chr1	108660882	108661715
chr1	108682965	108683214
chr1	108691774	108693636
chr1	108703453	108704435
chr1	108709074	108709403
chr1	108719964	108720116
chr1	108746292	108747335
chr1	108828236	108828384
chr1	108876666	108877354
chr1	108883036	108883219
chr1	108895161	108895348
chr1	108956533	108957250
chr1	108962805	108963905
chr1	109041398	109042251
chr1	109075442	109076433
chr1	109090387	109092049
chr1	109099675	109100692
chr1	109112190	109113366
chr1	109113458	109114313
chr1	109213595	109215071
chr1	109223065	109223191
chr1	109239541	109240052
chr1	109249334	109249992
chr1	109263670	109263813
chr1	109277582	109277800
chr1	109282953	109283841
chr1	109397515	109398193
chr1	109399111	109399619
chr1	109425007	109427179
chr1	109482905	109484350
chr1	109493804	109494547
chr1	109502135	109502994
chr1	109509322	109510318
chr1	109532297	109533086
chr1	109546404	109546630
chr1	109547999	109549220
chr1	109592138	109592353
chr1	109619551	109619857
chr1	109620691	109621510
chr1	109640144	109640576
chr1	109643247	109643768
chr1	109655660	109656432
chr1	109667811	109668333
chr1	109673333	109673451
chr1	109687475	109688311
chr1	109739789	109741201
chr1	109773735	109773946
chr1	109776937	109777225
chr1	109790842	109791232
chr1	109793828	109794085
chr1	109802104	109802988
chr1	109873313	109873511
chr1	109890308	109890798
chr1	109905930	109906665
chr1	109910493	109911388
chr1	109984297	109985161
chr1	110003728	110004437
chr1	110011683	110012168
chr1	110031143	110031302
chr1	110034145	110035234
chr1	110040708	110040865
chr1	110053803	110054055
chr1	110060169	110060308
chr1	110069593	110069725
chr1	110084632	110084928
chr1	110088189	110088341
chr1	110106206	110106367
chr1	110196994	110197159
chr1	110202945	110203590
chr1	110207874	110208001
chr1	110209991	110210857
chr1	110236356	110236639
chr1	110312545	110313003
chr1	110337999	110339709
chr1	110351264	110351413
chr1	110370968	110371092
chr1	110407084	110408183
chr1	110412618	110412865
chr1	110454245	110454432
chr1	110460353	110460668
chr1	110471097	110471248
chr1	110496122	110496400
chr1	110537464	110537610
chr1	110549571	110549764
chr1	110555043	110555794
chr1	110574529	110574652
chr1	110574838	110574977
chr1	110606362	110606633
chr1	110606834	110607012
chr1	110607458	110607582
chr1	110619297	110620231
chr1	110630863	110631826
chr1	110634616	110635042
chr1	110637721	110638092
chr1	110646055	110646218
chr1	110647126	110648298
chr1	110648521	110648672
chr1	110667899	110668873
chr1	110671724	110673250
chr1	110674093	110675060
chr1	110686276	110686504
chr1	110726638	110727037
chr1	110766049	110766462
chr1	110780881	110781231
chr1	110783437	110783598
chr1	110786685	110786842
chr1	110786994	110787956
chr1	110829949	110830422
chr1	110851142	110851267
chr1	110872726	110874064
chr1	110874436	110875678
chr1	110879707	110881420
chr1	110894056	110894499
chr1	110896156	110896351
chr1	110897739	110897926
chr1	110903535	110903922
chr1	110904111	110904268
chr1	110916956	110917064
chr1	110963234	110964374
chr1	110992491	110992745
chr1	111030494	111030755
chr1	111139403	111140849
chr1	111182527	111182653
chr1	111183775	111184111
chr1	111197649	111197831
chr1	111199450	111199662
chr1	111200027	111200747
chr1	111203685	111204820
chr1	111214782	111215306
chr1	111215450	111216611
chr1	111219705	111220072
chr1	111221633	111223232
chr1	111225672	111226463
chr1	111229751	111230097
chr1	111251711	111251855
chr1	111253522	111253631
chr1	111284724	111284881
chr1	111326214	111326332
chr1	111326458	111326627
chr1	111333745	111333900
chr1	111334238	111334463
chr1	111346177	111346884
chr1	111354711	111355150
chr1	111399743	111399919
chr1	111406328	111406915
chr1	111441137	111441258
chr1	111441271	111441875
chr1	111442018	111442155
chr1	111448488	111449849
chr1	111470586	111471572
chr1	111473804	111474233
chr1	111476714	111477388
chr1	111484820	111485000
chr1	111505741	111506362
chr1	111507414	111508669
chr1	111516042	111516563
chr1	111517545	111517772
chr1	111556316	111556557
chr1	111561034	111561240
chr1	111570838	111571230
chr1	111592575	111593340
chr1	111596596	111596827
chr1	111598549	111598996
chr1	111600967	111601085
chr1	111603392	111603507
chr1	111603756	111604488
chr1	111616390	111616773
chr1	111619332	111620792
chr1	111620914	111621355
chr1	111624273	111625428
chr1	111629004	111629398
chr1	111631675	111631828
chr1	111647683	111648267
chr1	111658832	111659047
chr1	111660181	111661102
chr1	111686412	111686542
chr1	111687360	111687507
chr1	111690265	111690522
chr1	111693156	111693459
chr1	111693563	111693682
chr1	111710001	111710181
chr1	111714378	111714514
chr1	111714600	111715154
chr1	111723347	111723734
chr1	111738349	111740290
chr1	111747187	111747460
chr1	111754911	111755081
chr1	111755199	111756371
chr1	111768616	111769823
chr1	111938911	111939025
chr1	111978088	111978218
chr1	111978406	111978554
chr1	112094307	112094440
chr1	112268024	112268156
chr1	112286059	112286218
chr1	112328929	112329186
chr1	112336904	112337184
chr1	112344621	112345134
chr1	112358912	112359148
chr1	112369598	112370135
chr1	112390877	112391086
chr1	112395865	112396658
chr1	112465853	112466643
chr1	112496302	112496415
chr1	112501942	112502258
chr1	112508056	112508231
chr1	112508463	112509337
chr1	112617845	112620382
chr1	112625570	112625724
chr1	112629633	112629763
chr1	112636548	112637209
chr1	112644980	112645138
chr1	112668765	112669043
chr1	112673726	112675661
chr1	112700640	112701015
chr1	112705095	112705550
chr1	112707074	112707518
chr1	112714925	112716509
chr1	112718808	112718916
chr1	112723046	112723342
chr1	112735871	112736044
chr1	112809299	112809617
chr1	112879104	112879262
chr1	112881055	112881242
chr1	112887487	112887759
chr1	112904069	112904294
chr1	112935370	112936028
chr1	112955412	112956965
chr1	112957320	112957735
chr1	113007435	113007570
chr1	113042446	113042614
chr1	113046575	113046880
chr1	113072572	113073716
chr1	113082359	113082483
chr1	113128746	113129010
chr1	113133174	113133416
chr1	113140651	113140933
chr1	113146803	113147321
chr1	113218554	113218675
chr1	113307937	113308092
chr1	113389604	113392148
chr1	113678037	113678179
chr1	113687561	113687947
chr1	113742655	113742883
chr1	113758400	113759984
chr1	113780623	113780971
chr1	113783510	113784695
chr1	113792576	113793092
chr1	113793369	113793496
chr1	113811418	113812966
chr1	113835898	113836129
chr1	113859505	113859754
chr1	113868243	113868810
chr1	113871364	113872582
chr1	113874422	113874840
chr1	113886840	113886979
chr1	113904359	113905619
chr1	113928835	113931886
chr1	113937262	113937405
chr1	113940222	113941259
chr1	113946810	113948443
chr1	113953900	113954077
chr1	113963359	113963655
chr1	113975618	113975849
chr1	113978939	113979234
chr1	114107276	114107506
chr1	114176099	114176347
chr1	114191163	114191314
chr1	114228238	114228349
chr1	114257607	114257773
chr1	114282704	114283060
chr1	114330617	114330853
chr1	114341233	114341742
chr1	114346259	114346900
chr1	114466652	114466795
chr1	114467018	114467406
chr1	114467604	114468444
chr1	114473974	114474159
chr1	114482549	114482946
chr1	114488709	114489009
chr1	114510493	114512280
chr1	114581176	114582123
chr1	114669442	114670694
chr1	114716156	114717147
chr1	114756057	114756420
chr1	114757015	114758239
chr1	114780227	114781019
chr1	114800437	114800564
chr1	114949300	114949528
chr1	114956541	114956732
chr1	115052446	115052754
chr1	115062519	115063649
chr1	115071420	115071606
chr1	115085034	115085222
chr1	115089225	115090338
chr1	115098493	115098613
chr1	115098865	115100058
chr1	115113303	115113430
chr1	115139029	115139322
chr1	115324598	115324728
chr1	115369519	115369679
chr1	115596029	115596165
chr1	115618118	115618351
chr1	115630826	115630943
chr1	115641958	115642180
chr1	115642217	115642746
chr1	115647541	115647777
chr1	115649872	115649983
chr1	115859719	115859881
chr1	115873479	115873624
chr1	115976165	115976862
chr1	115981204	115981545
chr1	116006297	116007282
chr1	116007317	116007538
chr1	116020824	116021039
chr1	116084957	116085183
chr1	116128645	116129162
chr1	116129200	116129384
chr1	116138830	116139564
chr1	116151172	116152473
chr1	116167915	116169095
chr1	116182356	116182601
chr1	116233032	116233546
chr1	116243489	116243729
chr1	116247224	116247396
chr1	116247513	116247766
chr1	116310871	116311068
chr1	116325346	116326521
chr1	116345355	116346377
chr1	116346979	116347527
chr1	116352337	116352642
chr1	116372712	116373799
chr1	116373900	116374200
chr1	116376360	116376566
chr1	116377511	116378443
chr1	116390139	116390430
chr1	116412502	116412676
chr1	116418089	116419041
chr1	116433816	116434259
chr1	116485189	116485520
chr1	116499096	116499288
chr1	116504085	116504994
chr1	116509048	116509198
chr1	116514989	116515892
chr1	116516023	116516397
chr1	116516960	116517112
chr1	116538450	116539169
chr1	116544411	116544734
chr1	116556446	116557215
chr1	116562696	116562820
chr1	116569836	116571227
chr1	116595640	116596502
chr1	116608880	116609097
chr1	116666925	116667477
chr1	116667611	116667887
chr1	116711402	116711685
chr1	116724759	116725156
chr1	116737220	116739316
chr1	116753618	116755050
chr1	116755271	116756028
chr1	116756741	116756855
chr1	116757274	116757533
chr1	116759402	116759550
chr1	116763306	116763787
chr1	116764151	116764919
chr1	116766766	116767001
chr1	116767112	116767254
chr1	116769246	116770635
chr1	116777754	116778463
chr1	116783963	116784124
chr1	116799402	116799532
chr1	116800098	116800309
chr1	116800438	116800840
chr1	116806337	116806755
chr1	116808248	116809361
chr1	116810304	116810420
chr1	116815021	116815160
chr1	116816556	116816844
chr1	116817384	116818018
chr1	116827085	116827958
chr1	116848006	116848157
chr1	116877634	116878914
chr1	116909971	116910679
chr1	116933601	116934178
chr1	116934981	116935112
chr1	116986409	116987799
chr1	117001345	117001945
chr1	117006977	117007478
chr1	117009317	117009457
chr1	117017764	117017888
chr1	117019474	117019620
chr1	117048960	117049685
chr1	117051244	117051846
chr1	117059440	117060703
chr1	117062004	117062143
chr1	117067923	117068189
chr1	117077142	117077834
chr1	117083392	117083882
chr1	117086255	117086378
chr1	117093207	117093441
chr1	117094015	117094338
chr1	117110926	117111238
chr1	117121725	117122479
chr1	117128696	117128815
chr1	117180417	117180650
chr1	117197330	117197458
chr1	117340104	117340238
chr1	117346143	117346277
chr1	117346343	117346727
chr1	117358176	117358315
chr1	117366440	117369057
chr1	117531114	117531464
chr1	117534916	117535714
chr1	117535891	117536015
chr1	117605507	117607746
chr1	117612991	117613218
chr1	117620773	117620919
chr1	117643040	117643203
chr1	117654273	117654734
chr1	117656210	117657171
chr1	117658661	117659051
