seqnames,start,end,width,T0,T20,T60,T2H,T4H,T24H,LR
chr1,116759402,116759550,149,4.61980979914175,5.49591832898772,5.788724061649,5.66975006450897,5.98618217214907,5.50670775371092,-1.02239
chr1,116806337,116806755,419,6.47434342816581,6.47984427538115,6.83026374185532,6.72355666651413,6.32241973680482,7.6177627806034,-1.34353
chr1,116815021,116815160,140,4.5554870779691,3.83168412667926,4.64203384387625,5.08170637305998,4.95173580924519,6.59920432550761,-3.11649
chr1,116827085,116827958,874,6.65402979031363,7.10636547017525,8.08962180731022,7.83679416273258,8.57740848603616,9.01085366959085,-4.27818
chr11,16902009,16903409,1401,6.89401504015227,6.92179358691292,6.87427361980378,7.5673263350928,7.81764763252893,8.38077644341162,-4.28166
chr1,117006977,117007478,502,7.23933666300317,7.42619805024475,7.28623349809158,6.38836388331318,6.33733883006061,6.05589953392676,-2.22962
chr1,117077142,117077834,693,6.6993857363213,6.38781206428582,6.46620806029181,7.27023148407947,8.32389482476518,8.32921936249557,-6.27002
chr1,117083392,117083882,491,5.26770031576371,5.72380976969294,5.20760637766415,5.92227342434508,5.92823646535612,7.25851532475915,-1.35295
chr1,117197330,117197458,129,4.18221620688007,4.38246950909199,4.37425468318362,3.71941093266912,3.83893719931423,2.50604424052649,-2.73319
chr1,117358176,117358315,140,6.34712371677106,6.34928987355253,5.80700512072057,5.08170637305998,5.35507148219508,4.86213503347827,-2.42349
chr1,117531114,117531464,351,4.68138667304556,5.13743833533723,5.06298042658673,5.13265149533325,4.95173580924519,6.93894081230168,-2.23538
chr1,117612991,117613218,228,4.34328410015616,4.59494646068245,5.82505742760288,5.63483449693557,5.13366646090116,5.50670775371092,-1.35327
chr1,117654273,117654734,462,6.57511632128753,6.92179358691292,7.08370527512231,7.06259275237466,7.22789515154892,7.03217525430843,-1.89718
chr11,17730999,17731242,244,6.36599934354476,6.32963605752783,6.07179891782162,5.95094389355151,5.69331477485038,6.05589953392676,-3.01961
chr11,18243882,18244031,150,5.71320157740104,5.42359938174521,5.36395553183076,5.32014692742487,5.13366646090116,4.97379142134904,-5.49516
chr11,18615918,18616365,448,5.3833852889155,4.83690183122187,5.82505742760288,6.32406350103948,6.74790889982875,6.63361540370859,-3.71618
chr1,119571142,119571404,263,6.09895652643656,4.83690183122187,4.51434818930097,4.51788907918208,4.50007001799973,5.17410784550266,-4.24213
chr1,119948445,119948898,454,6.384631195422,6.38781206428582,6.40751495696776,6.52811144311022,6.47861258621981,7.01921930225916,-2.43255
chr1,119988612,119988999,388,5.62192432896117,5.72380976969294,5.28789792196659,5.66975006450897,5.98618217214907,6.73218210375801,-1.69643
chr1,1201083,1201767,685,8.34808202635458,8.32110476040862,8.51357481363451,8.77871705707763,8.69211163214932,8.34488086323983,-2.14985
chr11,20132294,20132511,218,6.14339664747794,6.16195151493024,5.6738883590044,5.5623612593589,5.86786563016831,6.31106911502251,-2.93837
chr11,20156674,20157193,520,7.15502632224822,7.01087204106801,6.95025869066429,6.96757424164388,6.84505890628631,6.89706179162632,-1.73129
chr11,20397016,20397510,495,6.14339664747794,6.58305277794901,6.80319863561284,6.65550969257574,6.8026866207154,5.74568886531846,-1.42048
chr1,120534493,120535118,626,4.26499676518453,4.52753893578714,5.48243390936458,5.32014692742487,6.21342904404007,5.80728001932447,-2.27118
chr1,120558757,120558885,129,5.1850792633522,5.04404697902808,5.17981784840544,5.32014692742487,5.44045940638668,5.61400855895519,-8.8159
chr1,12127648,12127925,278,5.26770031576371,5.34746305612683,5.7514519706627,5.97905568321314,6.19716437782458,6.96619967659956,-10.2522
chr11,2142922,2143163,242,5.3458449796557,5.30783313422568,5.96187820858014,5.40548397193827,6.88622213395303,7.28039886625185,-1.02305
chr1,12143807,12144094,288,6.02961920240824,5.92056540055765,6.30833740286864,6.6022817851243,6.56986858502453,6.39370302228713,-4.49107
chr1,121547556,121547858,303,5.41997348582663,4.59494646068245,4.72128238634534,4.91709679921989,5.02728265415018,6.08105413051901,-3.69537
chr1,12204237,12204400,164,5.62192432896117,5.42359938174521,5.94546857840904,6.21008608836,6.46509171479934,6.70006900641511,-5.31996
chr1,12210695,12210929,235,6.384631195422,6.13955122013892,6.61887986403476,6.88083167366039,6.59491554282008,6.31106911502251,-1.22043
chr11,22634942,22635074,133,5.05153591069484,4.99498179527768,4.83254635042426,4.97407918963914,4.60242404634431,3.79406853565548,-3.4668
chr11,22702760,22703286,527,5.8535628753285,5.53076227966826,5.94546857840904,6.18616879804727,6.6316890484667,6.88282754002162,-5.23576
chr11,22787543,22787992,450,6.18650866373153,6.0463010529903,5.63348457878874,5.70384054759933,5.57241963299235,5.57912088811703,-2.52526
chr1,12296550,12296697,148,2.07600370880152,3.83168412667926,3.24175627236108,2.8249792920125,3.56245706882038,5.30797416634098,-1.75138
chr1,12340131,12340257,127,4.34328410015616,4.13320325979906,3.91638902843273,4.59257340960083,4.74350662257495,5.12657547848994,-1.17611
chr1,12435685,12436016,332,5.71320157740104,5.78281611401814,7.19894108587293,6.99536692290475,7.37973642161155,8.10844846846959,-2.90121
chr11,2467400,2467599,200,6.86776744528962,7.17405366255787,7.23988712411501,7.15173800380446,6.8026866207154,6.56395237909302,-3.37473
chr1,124722966,124723236,271,4.26499676518453,3.29651555520616,2.17784469854852,2.21773419557041,1.80553924359181,2.50604424052649,-3.93803
chr11,25921646,25921782,137,5.62192432896117,5.53076227966826,4.93584037508223,4.79590038372914,4.14055940358442,4.38491774823238,-4.03309
chr11,27185009,27185171,163,5.68341291181255,4.65934456819005,3.69868750505081,3.96407440613584,3.99761645307196,5.22012398925123,-2.62777
chr11,27371835,27372016,182,5.0041256049695,5.04404697902808,4.64203384387625,4.66358108840994,4.87201328078305,5.92309440697747,-3.63336
chr11,29262052,29262385,334,3.25957441736598,4.89154250163211,4.86780584734532,5.52471203007689,5.57241963299235,5.50670775371092,-1.41107
chr11,2943916,2944211,296,6.00574591317917,6.34928987355253,6.48903264320985,6.52811144311022,6.32241973680482,6.35297762033671,-1.01951
chr11,3037444,3037926,483,6.65402979031363,6.32963605752783,6.79406291326416,6.93923561601936,6.85546034300675,6.91115697297451,-1.31303
chr11,30424722,30424953,232,5.77099485500094,5.46021195551005,4.90222412008915,5.18185881142586,4.65100076405157,4.6765590465338,-1.65976
chr11,30959331,30959502,172,5.14192386560046,5.38603340991896,5.17981784840544,5.18185881142586,4.74350662257495,4.53809530714057,-2.40033
chr11,31233422,31233578,157,4.26499676518453,4.45682687705648,4.21907972836723,4.79590038372914,4.60242404634431,5.50670775371092,-1.02957
chr11,31241822,31242144,323,5.3833852889155,4.38246950909199,4.64203384387625,5.36344633056216,5.57241963299235,5.64807244773773,-2.16653
chr11,32792604,32793296,693,6.57511632128753,6.54946368676922,6.50031093389997,6.6022817851243,6.59491554282008,6.73218210375801,-1.06004
chr11,33731947,33732103,157,4.18221620688007,5.04404697902808,4.86780584734532,4.97407918963914,5.80485777460951,6.83926222534805,-4.05914
chr11,33742447,33742931,485,6.52560957486019,6.30971079566048,6.17393430759891,5.80152978594899,6.00499150281777,6.50940480118709,-1.2154
chr11,34065910,34066067,158,5.14192386560046,5.26708378094173,4.86780584734532,4.79590038372914,4.74350662257495,5.92309440697747,-2.23948
chr11,34214651,34214769,119,3.79342837460533,4.13320325979906,4.37425468318362,4.73125719157401,4.65100076405157,3.79406853565548,-3.04855
chr11,34298937,34299196,260,4.48816214665559,4.78010995658671,4.90222412008915,4.35581430643827,4.33148433089033,3.52749053855301,-2.17412
chr11,34867688,34868023,336,5.8535628753285,5.56478448745506,5.15148353949718,5.18185881142586,5.06362256343116,5.43046702554421,-3.06357
chr11,34997984,34998605,622,7.0421990326564,6.67936825539355,6.81227687075272,6.99536692290475,6.94584524720373,6.52781743804873,-1.53999
chr11,35066880,35067434,555,6.32799785144834,6.67936825539355,6.87427361980378,6.8507184604583,6.75903209676571,7.39516204749454,-4.88753
chr11,35073755,35074257,503,5.49047854536449,5.63051258696459,5.73244849597528,6.00663015093695,6.53146344379587,7.64331979851592,-13.1448
chr11,35106523,35106871,349,6.12134769434889,6.32963605752783,6.51150173985022,6.44992028482196,6.11297133109978,5.71387833697733,-4.91903
chr11,35125845,35126841,997,7.50929371955049,7.32063926559516,7.71195206595198,7.52980815058211,8.32763526534471,8.48339671690495,-1.30874
chr11,35173912,35174178,267,6.32799785144834,6.47984427538115,6.80319863561284,6.4895455245074,6.04189008674285,5.74568886531846,-2.39097
chr11,35272469,35273026,558,6.52560957486019,6.44373279965767,6.93371559937042,6.8507184604583,6.69096895487767,7.78016715873834,-2.28033
chr11,35337324,35337535,212,4.79717580479719,5.34746305612683,5.61285028350543,5.5623612593589,6.02355875702716,6.35297762033671,-5.0461
chr11,35423813,35424016,204,6.05310386567813,5.26708378094173,4.72128238634534,4.73125719157401,4.69799500281378,5.34997137521807,-4.67952
chr11,355180,355998,819,8.24478905964853,8.18554395223296,8.21128378672561,8.17123192397141,8.05726203876196,8.05866422408676,-1.75897
chr11,356232,356377,146,6.60720151560121,6.72521732870754,6.75693028393938,6.65550969257574,6.54437908692451,6.66722479552961,-1.88235
chr11,36385055,36385618,564,6.09895652643656,5.81143827741664,6.64959440907529,6.68993433514084,6.64374149558211,6.20064080883853,-1.04188
chr11,36409256,36409665,410,6.00574591317917,5.97218192383445,6.22920692929416,6.44992028482196,6.40970427035666,6.59920432550761,-3.32858
chr11,36431931,36432062,132,4.26499676518453,4.94418900722656,5.12258158197296,5.13265149533325,5.66993264961427,5.74568886531846,-3.2804
chr11,364473,364702,230,6.79998000328118,6.66375561437278,6.85683043978452,6.83542281999511,6.53146344379587,5.89500070372433,-5.60925
chr11,36558359,36558489,131,4.18221620688007,4.13320325979906,3.61815246660386,3.42460792612136,3.4571203582922,5.22012398925123,-4.96733
chr11,36673105,36673245,141,5.05153591069484,4.22116499098296,3.77496356549752,3.42460792612136,4.3898960100046,5.26471765824128,-1.29041
chr1,1371341,1372275,935,8.92680850200234,9.11580733302323,8.76804107503234,8.60469870528912,8.56161362327549,8.19740212659165,-4.6521
chr11,37283355,37283516,162,5.1850792633522,4.72099052511635,2.73110354289478,3.05367546411361,3.99761645307196,4.38491774823238,-1.68766
chr11,37297210,37297370,161,4.18221620688007,3.12469562866815,3.24175627236108,4.17320001710883,4.69799500281378,3.37312020618565,-2.22069
chr11,37774604,37774730,127,5.68341291181255,4.94418900722656,4.04518006843287,3.42460792612136,3.92045733068055,4.80288962041418,-3.54441
chr11,3849005,3849459,455,6.9576178796183,6.46190152091169,6.37111764687151,6.67282468870204,6.9163416786298,6.86845144651489,-2.58714
chr11,38856077,38856205,129,5.30730167861674,4.89154250163211,4.21907972836723,4.66358108840994,3.83893719931423,3.91090635854622,-1.0316
chr11,3905907,3906365,459,5.95678047028451,5.92056540055765,6.576882706953,6.67282468870204,6.82402831838308,6.47185918539295,-2.71551
chr11,39367186,39367415,230,5.05153591069484,5.13743833533723,5.28789792196659,5.48605390181876,5.64616531253392,5.34997137521807,-6.85091
chr11,3942481,3943250,770,7.57566188325838,7.79204126548203,8.00505384944418,7.52027414655141,7.32839009427706,7.05774324925009,-1.07822
chr11,3951379,3951547,169,6.384631195422,6.24822866433812,5.7514519706627,5.13265149533325,5.13366646090116,5.17410784550266,-4.60696
chr11,39619783,39619910,128,4.68138667304556,4.30407046410992,3.34545371093673,3.2510303450869,3.34348253631225,3.91090635854622,-4.0193
chr11,3984938,3985919,982,7.00655538537418,7.30058848936504,7.52581893976785,7.64833644660368,7.88519649356491,7.49211827764513,-3.35647
chr11,40143444,40143564,121,4.48816214665559,4.45682687705648,3.84740857212084,4.59257340960083,4.65100076405157,5.86634904673339,-1.00436
chr11,4044505,4044641,137,4.74044256596768,5.46021195551005,5.61285028350543,5.32014692742487,5.06362256343116,5.02653780538171,-3.00487
chr11,4090336,4090506,171,6.60720151560121,6.66375561437278,7.13525700796275,6.77256510440748,6.24541840752564,5.8371168237257,-1.72006
chr11,41164797,41164928,132,4.18221620688007,5.22514991193933,4.51434818930097,3.57952643960777,3.75253340576199,3.91090635854622,-1.2268
chr11,41922616,41922795,180,5.3458449796557,4.89154250163211,4.27268075659645,4.66358108840994,4.2070483273967,3.79406853565548,-1.88188
chr11,44530467,44530671,205,5.79904587594266,5.04404697902808,4.96869114014734,5.18185881142586,5.38409929442356,6.59920432550761,-5.07379
chr1,144532212,144532495,284,4.74044256596768,5.26708378094173,5.48243390936458,5.44633131059593,5.59742272183487,4.86213503347827,-1.91905
chr11,44574397,44575541,1145,7.29948576380943,7.17405366255787,8.00505384944418,8.08332032584032,9.1293189066832,8.83348690968854,-2.61463
chr11,44775508,44775684,177,5.62192432896117,5.53076227966826,5.73244849597528,6.18616879804727,6.14724037160272,6.10577764125669,-1.93349
chr11,44862233,44862722,490,6.54230129789943,6.82685096470231,7.75496107534811,7.45171142938597,7.77445028538404,7.8695014986072,-1.50718
chr11,45102922,45103267,346,6.68442496501359,6.58305277794901,7.09118355238512,6.91032916706486,7.49065984166041,7.60046973149775,-1.80118
chr11,45374643,45374910,268,6.14339664747794,6.63201412976061,6.46620806029181,5.80152978594899,5.16745309932728,5.26471765824128,-6.09803
chr11,45385810,45386190,381,5.62192432896117,6.34928987355253,6.78486897099795,5.95094389355151,5.35507148219508,5.74568886531846,-1.08313
chr11,45843218,45843666,449,8.57998218376428,8.83482202223538,8.52742252713258,7.60389351504167,7.61218023773262,7.23629472317395,-2.44222
chr1,145912443,145912575,133,5.26770031576371,5.38603340991896,4.90222412008915,4.85777088513219,4.3898960100046,4.11953153925728,-4.68747
chr11,45983115,45983295,181,5.1850792633522,4.52753893578714,5.03223032427034,5.40548397193827,5.54697556636532,5.34997137521807,-2.13192
chr1,145999697,145999955,259,7.05388720459852,7.23870788438688,7.46954851651442,6.42969191589105,6.45144292662007,5.71387833697733,-1.24964
chr11,46006556,46007034,479,6.05310386567813,6.51507388896396,6.52260640784378,6.30197702019088,6.04189008674285,6.10577764125669,-4.35492
chr1,146039132,146039332,201,6.72884974157072,6.69481374589394,6.74749584742198,6.52811144311022,6.35210522084082,6.76359592928378,-1.46647
chr11,46127207,46127585,379,7.22906340852851,7.21747679766091,7.5368143676705,6.77256510440748,6.75903209676571,6.15398879034033,-1.07845
chr11,46166126,46166302,177,4.41754097420465,4.94418900722656,5.17981784840544,4.91709679921989,4.69799500281378,5.02653780538171,-1.83514
chr11,46237267,46237493,227,5.88006780552379,5.59802282018045,5.36395553183076,5.83267621775595,6.43766377818512,6.85393065576834,-3.8796
chr11,46560211,46561123,913,7.20829479639744,7.34041518893019,7.23314297878632,7.18831897249552,7.1707357553674,6.66722479552961,-4.99492
chr1,147073126,147073251,126,4.09439508373918,4.45682687705648,4.64203384387625,5.22944297874888,4.74350662257495,5.54336860192447,-1.10674
chr1,147084251,147085251,1001,7.37597191624343,7.91583183260405,7.89399673494916,8.17731100596125,8.28209691320792,8.88080998247853,-5.21837
chr1,147273939,147274109,171,5.14192386560046,4.89154250163211,5.00081050308513,5.44633131059593,5.49470029251544,5.57912088811703,-1.62958
chr11,47394695,47395059,365,6.77194731670155,6.71009562705608,6.66971340487924,6.62024351061006,6.69096895487767,7.43472982432352,-7.08152
chr11,47509196,47509556,361,5.88006780552379,6.24822866433812,6.45465891123761,6.25676304257944,6.22951238783413,6.77905000418689,-1.87919
chr11,47515138,47515616,479,6.42118820532819,6.36867954036486,7.05339839100518,7.04939585690569,7.57489956154107,7.75694165845589,-4.07009
chr1,147539655,147540014,360,5.68341291181255,5.59802282018045,5.87789735080888,6.34581694800461,7.29820742295055,7.51075143652945,-5.41529
chr11,47540081,47540580,500,6.26905019354571,6.30971079566048,6.51150173985022,6.7885381444907,6.64374149558211,6.97963837041038,-2.6696
chr1,147581186,147581310,125,5.26770031576371,3.93934587329365,3.44219483742401,3.71941093266912,3.56245706882038,4.11953153925728,-1.60242
chr1,147617883,147618472,590,6.00574591317917,6.36867954036486,6.95025869066429,6.65550969257574,7.27514866721938,7.46370938653387,-2.60141
chr1,147648215,147648701,487,6.82747835893505,6.88186643890073,6.75693028393938,6.68993433514084,6.61953506492198,6.61651245855563,-4.94631
chr11,47663159,47663544,386,5.14192386560046,4.99498179527768,5.82505742760288,6.36724725546697,7.06714988168033,7.72538100534889,-8.98524
chr11,47797664,47798029,366,5.30730167861674,5.53076227966826,5.86049819415542,5.76969606674065,7.19551044936671,7.3231946160389,-1.92798
chr11,47888131,47888496,366,6.28896823369328,6.22713825241755,6.01001607927171,6.00663015093695,5.38409929442356,5.57912088811703,-1.33242
chr11,48009005,48009238,234,4.79717580479719,5.46021195551005,6.59803409836152,6.44992028482196,7.67812235927938,7.63485099718628,-3.94975
chr11,48013303,48013767,465,6.6993857363213,6.98597730002862,7.51473906675681,7.46170786296197,7.27514866721938,7.43472982432352,-3.03377
chr11,48109360,48110178,819,7.92659467699303,7.75568228573932,7.92780300894078,7.9261437399567,8.15312787759613,8.23710851729635,-1.78856
chr1,148318072,148319028,957,7.5511302133712,8.01144900317918,7.99312800552277,7.65706307309633,7.59366031751013,7.50146493899884,-1.11695
chr11,48341601,48341744,144,4.5554870779691,5.13743833533723,4.68220219596889,4.35581430643827,4.33148433089033,4.46353851913156,-1.81584
chr1,148522163,148522346,184,6.26905019354571,6.47984427538115,6.65968897768701,6.6022817851243,6.66754846888715,6.00423505294317,-1.9339
chr1,148529120,148529510,391,6.09895652643656,6.07018471765236,5.91207853101368,5.83267621775595,5.92823646535612,6.49075412872458,-7.25134
chr1,148977653,148977791,139,4.79717580479719,3.29651555520616,3.44219483742401,3.96407440613584,4.07085756208772,4.21352331915905,-1.05591
chr1,14969116,14969360,245,6.07621235323144,6.07018471765236,6.07179891782162,5.66975006450897,5.46783474570266,6.28964931974084,-2.03858
chr1,149848550,149849156,607,6.68442496501359,6.47984427538115,6.41944615758701,7.06259275237466,7.32090341845352,6.10577764125669,-1.53001
chr1,149939153,149939497,345,5.82656187343657,6.0463010529903,6.34633240864353,6.6022817851243,6.9163416786298,7.2023086276971,-13.885
chr1,150118859,150119003,145,4.79717580479719,5.18196059644465,5.17981784840544,4.51788907918208,3.83893719931423,3.91090635854622,-4.5107
chr1,150604579,150605068,490,5.82656187343657,5.69337619404835,5.48243390936458,6.30197702019088,6.79189620242143,6.49075412872458,-1.35485
chr1,150676096,150676223,128,4.61980979914175,5.83950362405872,5.03223032427034,4.26739461708537,4.3898960100046,4.11953153925728,-1.41943
chr1,150770878,150771172,295,6.16511368901273,6.02201533142515,6.50031093389997,5.97905568321314,5.41255455238495,4.91904315407099,-1.25511
chr1,150889633,150890413,781,6.68442496501359,6.93486079972947,6.90004921586065,7.00906502975229,7.37973642161155,7.93994080992081,-4.75349
chr1,150922527,150922930,404,7.18722283318617,7.11786968227145,7.55855696923855,7.50101501538176,8.22307504549998,8.05866422408676,-1.58183
chr1,151158289,151158759,471,6.74335912143182,6.66375561437278,7.36237662884834,7.51067671798869,7.26737978147617,7.55630789663748,-2.57242
chr1,151586527,151586687,161,5.3833852889155,4.45682687705648,4.27268075659645,4.85777088513219,5.29520265614761,4.21352331915905,-1.85294
chr1,151593752,151594458,707,7.66220262244491,7.75568228573932,7.65758236377202,7.53927956286142,7.62439607796738,7.09526519845218,-1.65074
chr1,151756195,151756498,304,5.79904587594266,5.49591832898772,5.17981784840544,5.48605390181876,5.57241963299235,6.3734840196726,-2.25418
chr1,151822516,151822658,143,4.90435831019157,4.89154250163211,4.79640347582184,5.48605390181876,6.07786843416756,5.92309440697747,-2.52778
chr1,151972980,151973187,208,4.68138667304556,5.56478448745506,5.7514519706627,5.80152978594899,6.50528001495354,6.24583138906707,-1.90855
chr1,151984162,151984772,611,6.05310386567813,6.61587760180809,6.74749584742198,6.36724725546697,6.83458193312487,7.79544567031353,-1.00663
chr1,152062315,152062476,162,4.95510419198722,4.13320325979906,3.34545371093673,3.71941093266912,4.14055940358442,4.74110666975992,-2.53614
chr1,152110515,152110642,128,5.14192386560046,5.09149822425755,5.17981784840544,5.13265149533325,5.52107468727012,5.68135056170934,-1.99155
chr1,15231734,15232054,321,5.22698115723112,5.34746305612683,4.90222412008915,5.08170637305998,5.69331477485038,7.45411406687634,-5.46034
chr1,153422376,153422686,311,5.74238759125376,5.83950362405872,5.65382790662796,5.32014692742487,4.99000367730524,4.97379142134904,-9.38323
chr1,153572629,153573040,412,6.40302548881124,6.07018471765236,6.40751495696776,6.30197702019088,7.18729939896998,7.38509818497859,-1.3259
chr1,153649368,153649904,537,7.30927124770477,7.57550910005981,7.764346977494,7.34774202765329,6.86578732469308,6.99295303730738,-2.32024
chr1,153823630,153823817,188,4.00087951894663,4.13320325979906,5.03223032427034,4.91709679921989,4.44603446313786,4.6765590465338,-1.22161
chr1,154304971,154305293,323,5.82656187343657,5.42359938174521,5.50500521105183,5.83267621775595,6.33733883006061,6.10577764125669,-2.74496
chr1,154337626,154337788,163,5.45565667390192,5.59802282018045,6.10172567035567,6.03368745255404,5.64616531253392,5.46909095866131,-2.01165
chr1,154418289,154418676,388,6.40302548881124,6.81276292479605,6.83917377586432,6.99536692290475,7.10251136588142,6.7943402887999,-1.95255
chr1,154423416,154423649,234,4.95510419198722,5.26708378094173,6.0412382014485,6.03368745255404,6.92624339273311,6.24583138906707,-2.14252
chr1,154431543,154432087,545,6.24885330801161,6.44373279965767,6.74749584742198,6.6022817851243,7.38692467676808,7.36475737071979,-1.72068
chr1,154433081,154433523,443,6.65402979031363,6.53237125496468,6.95845963976015,7.23569399441385,7.61830108732423,6.74797451700019,-2.43905
chr1,154439600,154440529,930,7.39447623987731,7.2699799371477,7.92362029355232,7.6657372308674,8.16572050473097,8.5114242831294,-1.92118
chr1,154510030,154510151,122,4.09439508373918,4.52753893578714,4.37425468318362,4.17320001710883,4.07085756208772,3.37312020618565,-4.66513
chr1,154614891,154615110,220,5.26770031576371,5.22514991193933,4.96869114014734,5.08170637305998,5.44045940638668,6.26790670429082,-5.67966
chr1,155465971,155467228,1258,7.91382357929892,8.38914461748113,8.3361228897789,8.15283945759184,8.08846127515421,7.29121740496593,-3.65849
chr11,554853,555061,209,6.71419295516409,6.61587760180809,7.13525700796275,7.07567002410086,6.88622213395303,6.58168602134824,-1.04115
chr1,155893502,155893936,435,6.62298043279602,6.79853595621544,7.03024296608058,6.74007848463583,6.83458193312487,5.8371168237257,-1.36906
chr1,156066479,156066589,111,5.98147091923654,5.89404768072724,5.57067464060622,5.44633131059593,5.44045940638668,4.97379142134904,-6.87504
chr1,156104208,156104392,185,7.5511302133712,7.53317507020514,7.25993243802152,6.27954714956126,6.16407439466762,5.71387833697733,-4.13476
chr1,156217809,156218445,637,6.384631195422,6.36867954036486,7.50916705604262,7.18831897249552,8.21501982348148,8.25931668419133,-2.12865
chr1,156222837,156223381,545,6.07621235323144,6.42533234740487,6.97472299514645,7.08862982128497,7.97855901914834,8.58800059662709,-6.93384
chr1,156356884,156357339,456,7.06548144387049,7.51588739691727,7.56930661237975,7.44164524695343,7.25956883382411,7.0703593080079,-6.86739
chr1,156445919,156446070,152,6.12134769434889,5.86703340583917,6.05659947936318,5.92227342434508,6.14724037160272,6.61651245855563,-1.24127
chr1,156684302,156684457,156,4.48816214665559,4.89154250163211,5.86049819415542,5.97905568321314,5.52107468727012,5.68135056170934,-3.75907
chr1,156821918,156822083,166,4.95510419198722,4.0395282381823,5.45950385416116,5.97905568321314,6.74790889982875,5.74568886531846,-1.74412
chr1,156848818,156849180,363,7.06548144387049,7.25963105465731,7.01459693348786,7.06259275237466,6.96518433803621,6.50940480118709,-1.74527
chr11,56872841,56873063,223,5.82656187343657,4.65934456819005,3.84740857212084,4.07242311967601,4.27060752748218,4.01898677528215,-3.64854
chr11,5694662,5695296,635,5.77099485500094,5.99731378441907,6.47766548916185,6.88083167366039,7.68397029052283,6.63361540370859,-2.42343
chr11,57406299,57406861,563,5.8535628753285,6.18400931802887,5.6738883590044,6.58409361174681,7.54307909272615,8.0071004437514,-1.87192
chr11,57457463,57458508,1046,7.82793638344948,7.75568228573932,7.71195206595198,8.14665615718961,8.46303101358953,8.19740212659165,-2.19783
chr1,157496187,157496393,207,5.26770031576371,5.42359938174521,5.48243390936458,5.80152978594899,5.8882712298737,5.95065147289045,-4.75962
chr11,5760517,5760672,156,3.41266361198545,4.13320325979906,4.16341013839067,4.66358108840994,5.44045940638668,4.53809530714057,-2.10246
chr11,57799242,57799370,129,5.14192386560046,4.59494646068245,4.93584037508223,5.48605390181876,5.54697556636532,5.39078053777647,-2.38376
chr1,158124930,158125209,280,5.90609456365831,6.07018471765236,6.01001607927171,6.27954714956126,6.21342904404007,6.31106911502251,-1.03065
chr11,58530261,58530758,498,7.14413247498907,7.55025803754904,7.72643133367584,7.34774202765329,7.00310176303711,6.66722479552961,-3.13335
chr11,58543638,58544001,364,4.79717580479719,5.69337619404835,5.92887015086917,5.86316441301823,5.32544760076994,5.02653780538171,-1.87857
chr11,58562469,58562946,478,6.42118820532819,6.66375561437278,6.71881661503559,6.44992028482196,6.11297133109978,6.13008459296827,-4.45492
chr11,58597589,58597995,407,5.45565667390192,5.63051258696459,5.52722881231128,6.00663015093695,5.92823646535612,6.61651245855563,-2.7362
chr1,158873177,158873291,115,4.18221620688007,4.59494646068245,4.75933181997982,3.96407440613584,3.22012246598406,4.91904315407099,-1.66098
chr1,158969236,158970122,887,5.82656187343657,5.78281611401814,6.39548426098165,6.58409361174681,7.42233833629558,7.876702222241,-6.15356
chr1,158996256,158996647,392,6.68442496501359,6.38781206428582,5.92887015086917,6.06024663062615,6.00499150281777,6.47185918539295,-1.69482
chr11,59135830,59136572,743,7.79349182470514,7.79204126548203,7.65758236377202,7.71671468773982,7.62439607796738,7.15571138973496,-3.01865
chr11,59152418,59152830,413,5.09743764743477,5.59802282018045,5.12258158197296,5.52471203007689,6.13020760011796,7.45411406687634,-2.58636
chr11,59199856,59200446,591,6.43912510347302,6.20573494503764,6.08683989143552,6.32406350103948,6.86578732469308,7.62633218923819,-9.58983
chr11,59208141,59208666,526,5.82656187343657,6.36867954036486,6.20183530327219,6.6022817851243,6.9163416786298,7.6177627806034,-4.38747
chr1,15949305,15951188,1884,8.84171401264693,9.00555758518009,9.47061601022508,9.26320504629346,9.57866131399524,9.55054783466201,-1.32589
chr11,59510787,59511198,412,5.82656187343657,5.59802282018045,5.84288663640331,6.21008608836,6.51843112884217,6.43331029043636,-9.17413
chr11,59556209,59556542,334,6.09895652643656,5.89404768072724,5.91207853101368,6.13711079148242,6.43766377818512,7.31261410312362,-11.9877
chr11,59557258,59557648,391,6.72884974157072,6.69481374589394,6.26931462714622,6.40917588200924,6.59491554282008,7.78782663985237,-3.32897
chr1,15956235,15956449,215,4.74044256596768,4.94418900722656,6.20183530327219,5.92227342434508,6.96518433803621,6.13008459296827,-1.23174
chr1,15959826,15960051,226,4.5554870779691,4.59494646068245,4.79640347582184,5.63483449693557,6.02355875702716,6.08105413051901,-4.57915
chr1,15964223,15964353,131,4.79717580479719,5.09149822425755,4.72128238634534,4.97407918963914,5.76126989998744,6.54599803884076,-3.76085
chr1,15965279,15966663,1385,7.9202232597191,7.91583183260405,8.51357481363451,8.21916211031814,9.43867616675344,9.52327724982862,-1.49345
chr11,59680485,59680809,325,6.79998000328118,6.71009562705608,6.43127949502861,6.56567320772691,6.45144292662007,6.33217553610569,-1.25232
chr1,159910195,159911101,907,8.7584450356903,8.94549015188398,8.75867925329237,8.08332032584032,7.94486114429028,7.97391138935747,-2.63886
chr1,160101113,160101447,335,7.46620769035348,7.37917191336484,7.73122564248468,7.78995476292449,7.5494995815181,7.38509818497859,-1.15959
chr11,60176264,60176390,127,3.41266361198545,3.83168412667926,4.27268075659645,4.35581430643827,3.99761645307196,5.50670775371092,-2.17734
