ATACchr ATACstart ATACend BIC_atacseq LR_atacseq
chr14 101973571 101973751 1.79176 1.99625e-06
chr14 101987038 101987161 1.79176 -2.67008e-07
chr14 102020092 102020874 -2.01105 -3.80281
chr14 102063153 102063414 1.66287 -0.12889
chr14 102063693 102063837 1.11362 -0.678143
chr14 102073292 102073502 1.79182 5.68793e-05
chr14 102077384 102077623 1.69309 -0.0986662
chr14 102086416 102087853 -0.841782 -2.63354
chr14 102088456 102088742 1.43869 -0.353066
chr14 102096666 102097017 1.79177 1.01397e-05
chr14 102128094 102128350 1.72255 -0.0692125
chr14 102131514 102131648 1.79182 6.07248e-05
chr14 102139119 102140668 0.187035 -1.60472
chr14 102182329 102182555 -1.27554 -3.0673
chr14 102200761 102201484 1.2708 -0.520962
chr14 102235435 102235574 1.53589 -0.255865
chr14 102304792 102305757 0.77206 -1.0197
chr14 102314074 102314593 1.79177 6.09196e-06
chr14 102316633 102317295 1.79178 2.33776e-05
chr14 102319217 102320427 1.63189 -0.159871
chr14 102362046 102363441 1.7918 3.59905e-05
chr14 102394671 102395264 1.7918 3.69982e-05
chr14 102438123 102438295 1.79177 8.82544e-06
chr14 102466507 102466616 1.79177 1.24338e-05
chr14 102509147 102510428 1.79177 1.34382e-05
chr14 102516445 102517333 1.79177 6.18007e-06
chr14 102524303 102525560 1.79176 1.37579e-06
chr14 102554924 102555796 1.79177 1.38763e-05
chr14 102568241 102568647 -0.0155863 -1.80735
chr14 102591697 102593521 1.73531 -0.0564535
chr14 102655331 102655631 1.61868 -0.173082
chr14 102671294 102671458 1.79177 1.32041e-05
chr14 102694616 102695001 1.78165 -0.0101105
chr14 102697224 102697410 1.79174 -2.22687e-05
chr14 102774603 102775149 1.79177 9.03115e-06
chr14 102776960 102778662 -6.35526 -8.14702
chr14 102795155 102795517 -0.259847 -2.05161
chr14 102805407 102806115 1.79179 3.49463e-05
chr14 102807551 102807952 0.808211 -0.983548
chr14 102819297 102819864 -1.13146 -2.92322
chr14 102822362 102822775 -2.35839 -4.15015
chr14 102835840 102836008 1.34231 -0.449454
chr14 102849551 102849683 1.50894 -0.28282
chr14 102901166 102901894 1.05632 -0.735444
chr14 102927987 102928683 1.7917 -5.89864e-05
chr14 102949048 102949592 1.79176 5.05248e-06
chr14 103057058 103058018 1.79187 0.000109912
chr14 103075552 103075904 1.79177 1.19748e-05
chr14 103078383 103078524 1.79177 1.22653e-05
chr14 103091250 103091759 1.79247 0.000707562
chr14 103104867 103105312 -1.18108 -2.97284
chr14 103292786 103293239 1.79188 0.000115988
chr14 103333459 103335223 1.79221 0.000450846
chr14 103344196 103344378 1.39058 -0.401179
chr14 103378111 103378264 1.79177 6.28549e-06
chr14 103378453 103378650 1.79177 1.34709e-05
chr14 103384925 103386212 1.79179 3.20558e-05
chr14 103391089 103391361 1.79177 1.20284e-05
chr14 103393842 103394186 1.79179 3.55117e-05
chr14 103394487 103394670 1.79177 1.54233e-05
chr14 103395295 103395525 1.54845 -0.243309
chr14 103401393 103402175 1.79194 0.000182948
chr14 103427682 103427969 -2.18541 -3.97717
chr14 103428832 103428951 -1.28958 -3.08134
chr14 103480688 103481063 0.16748 -1.62428
chr14 103488913 103489084 1.79177 6.07217e-06
chr14 103499926 103500552 1.78408 -0.00767751
chr14 103520821 103521575 1.79177 1.15217e-05
chr14 103528927 103529479 1.74047 -0.0512911
chr14 103546910 103547169 1.72408 -0.0676797
chr14 103561682 103563311 1.67513 -0.116625
chr14 103572082 103572465 1.76467 -0.0270879
chr14 103606985 103607614 1.03859 -0.753173
chr14 103607643 103607867 1.79177 8.67741e-06
chr14 103625427 103625698 1.79203 0.000269817
chr14 103628767 103629908 1.79182 6.3085e-05
chr14 103635563 103635920 1.79176 2.90045e-07
chr14 103679523 103679694 1.79176 -5.31308e-12
chr14 103715389 103716180 1.79177 1.14985e-05
chr14 103748390 103748746 1.79177 1.42103e-05
chr14 103806774 103807020 1.7918 3.73664e-05
chr14 103808379 103808965 1.79174 -2.13682e-05
chr14 103846816 103848241 1.79176 4.63537e-06
chr14 103871582 103872697 1.79176 5.52244e-06
chr14 103880441 103880749 1.24448 -0.547282
chr14 103901004 103901360 1.79177 8.13353e-06
chr14 103908501 103908902 1.79177 1.00477e-05
chr14 103910092 103910663 0.697896 -1.09386
chr14 103921125 103921882 1.79178 1.82365e-05
chr14 103935227 103935381 1.79177 1.32635e-05
chr14 104078064 104078434 -0.55078 -2.34254
chr14 104137601 104137881 1.75601 -0.0357501
chr14 104138056 104138288 1.73007 -0.0616912
chr14 104389928 104390175 0.560546 -1.23121
chr14 104393930 104394432 0.800995 -0.990765
chr14 104399914 104400125 1.79181 4.99805e-05
chr14 104650471 104650774 1.79183 6.71295e-05
chr14 104665620 104666146 1.71807 -0.073693
chr14 104677379 104678295 -3.44993 -5.24169
chr14 104689373 104689670 1.79176 3.44578e-06
chr14 104695071 104695389 1.79183 7.08219e-05
chr14 104708535 104708868 1.79177 7.10237e-06
chr14 104723690 104724390 1.7918 3.83336e-05
chr14 104752412 104753408 1.79177 1.10881e-05
chr14 104768464 104768935 1.79176 7.33855e-07
chr14 104795169 104795835 1.79179 2.71004e-05
chr14 104800263 104801150 1.73507 -0.0566868
chr14 104815302 104816673 1.7838 -0.00796322
chr14 104826200 104826777 -0.204472 -1.99623
chr14 104827411 104827857 -4.7391 -6.53086
chr14 104856285 104856473 1.79176 3.4498e-06
chr14 104865154 104865766 1.79179 3.00993e-05
chr14 104919457 104919628 1.79183 7.08282e-05
chr14 104933268 104933617 1.79176 4.10028e-06
chr14 104976154 104976348 1.25249 -0.539273
chr14 104985459 104986153 1.79178 2.33044e-05
chr14 105020375 105021847 1.65956 -0.1322
chr14 105024915 105025123 1.79187 0.000113819
chr14 105034828 105035024 1.79176 4.27523e-06
chr14 105045667 105046284 -1.54632 -3.33808
chr14 105059154 105059991 1.79177 1.00605e-05
chr14 105065246 105066010 1.7882 -0.00355805
chr14 105075989 105076114 1.79176 2.68123e-06
chr14 105077017 105077300 1.79203 0.0002687
chr14 105086710 105087405 1.79177 6.97783e-06
chr14 105090521 105090709 1.22702 -0.564739
chr14 105093229 105094053 1.79183 6.63398e-05
chr14 105168724 105169228 1.79177 1.54307e-05
chr14 105181099 105181597 1.79187 0.000109875
chr14 105193411 105193904 1.79176 9.44188e-07
chr14 105202208 105202390 1.79177 5.53411e-06
chr14 105248222 105249157 1.79177 1.02245e-05
chr14 105293983 105294605 0.0586525 -1.73311
chr14 105300347 105301796 1.79179 2.91074e-05
chr14 105314020 105315655 1.79203 0.000267383
chr14 105352011 105352662 1.78431 -0.00744975
chr14 105370752 105371242 -0.279257 -2.07102
chr14 105398084 105398863 1.34748 -0.444278
chr14 105404546 105404721 1.16971 -0.622045
chr14 105411294 105411568 1.79177 7.07377e-06
chr14 105414988 105415325 1.79178 2.27734e-05
chr14 105419586 105420063 1.79177 1.33764e-05
chr14 105448725 105448892 -1.52602 -3.31778
chr14 105473769 105474894 1.78474 -0.00702243
chr14 105480767 105482392 -0.704955 -2.49671
chr14 105484641 105484792 1.0168 -0.774957
chr14 105487650 105487793 1.1018 -0.689957
chr14 105489750 105491707 1.79181 4.87841e-05
chr14 105528315 105529217 1.79177 1.05175e-05
chr14 105537683 105538269 1.79177 1.33396e-05
chr14 105562746 105562984 1.79184 7.79496e-05
chr14 105563236 105563474 1.79183 7.3474e-05
chr14 105602761 105602944 1.79176 2.95527e-06
chr14 105617359 105617645 0.0296673 -1.76209
chr14 105641152 105641337 0.276713 -1.51505
chr14 105660494 105660635 1.79179 2.57101e-05
chr14 105710269 105710390 1.79219 0.00043296
chr14 105858649 105858776 1.79178 1.60938e-05
chr14 105859825 105860107 1.79176 5.35088e-06
chr14 105944790 105945394 1.79177 8.22812e-06
chr14 105974930 105975072 1.78471 -0.00705186
chr14 105981565 105981935 0.460834 -1.33093
chr14 105986517 105987217 1.79178 2.36566e-05
chr14 106004973 106006269 1.79206 0.000300048
chr14 106011758 106011903 1.79178 2.36794e-05
chr14 106013588 106014317 1.05936 -0.732398
chr14 106024971 106025591 1.65715 -0.134614
chr14 106039269 106039687 1.79177 6.81779e-06
chr14 106045167 106045587 1.65722 -0.134535
chr14 106055006 106055134 1.66951 -0.122252
chr14 106061944 106062276 1.79177 8.38958e-06
chr14 106129420 106129547 1.66598 -0.125784
chr14 106153515 106153736 1.66514 -0.126621
chr14 106163739 106164112 1.79178 1.6308e-05
chr14 106174243 106174781 1.79183 7.23173e-05
chr14 106177211 106178002 1.79183 6.91624e-05
chr14 106184633 106185289 1.79177 1.34525e-05
chr14 106185793 106186092 1.66356 -0.128203
chr14 106196598 106196715 0.163757 -1.628
chr14 106200171 106201052 -0.337874 -2.12963
chr14 106209795 106210493 0.160383 -1.63138
chr14 106228565 106229071 1.79179 3.08774e-05
chr14 106234730 106235240 1.78603 -0.00572696
chr14 106267721 106268819 1.79176 4.54312e-06
chr14 106276399 106276766 0.887791 -0.903969
chr14 106277638 106277858 1.79177 7.6206e-06
chr14 106301150 106301607 0.452826 -1.33893
chr14 106308886 106309185 -0.236844 -2.0286
chr14 106318845 106318956 -0.267958 -2.05972
chr14 106334955 106335241 1.79177 1.25553e-05
chr14 106346051 106346179 1.79179 3.50301e-05
chr14 106346359 106346573 1.79182 6.53603e-05
chr14 106346781 106347005 1.79177 1.26182e-05
chr14 106347570 106347746 1.79181 5.17203e-05
chr14 106348639 106349439 1.79179 2.77821e-05
chr14 106373054 106373957 1.76863 -0.0231323
chr14 106395098 106395981 1.79177 1.26863e-05
chr14 106396633 106397110 -1.62696 -3.41872
chr14 106398918 106399274 1.7919 0.00014241
chr14 106411227 106411558 1.79177 8.00828e-06
chr14 106417388 106417964 1.46017 -0.331591
chr14 106419567 106419686 1.79177 1.25788e-05
chr14 106421566 106421828 1.79179 2.88182e-05
chr14 106506644 106507920 1.79179 3.27416e-05
chr14 106510990 106511652 1.79181 4.63385e-05
chr14 106518234 106518596 1.06347 -0.728294
chr14 106530679 106531128 1.79181 5.30499e-05
chr14 106564266 106564824 1.41801 -0.373752
chr14 106586271 106586395 -0.458368 -2.25013
chr14 106592182 106592579 1.70858 -0.0831817
chr14 106605710 106606133 1.79177 6.94388e-06
chr14 106618530 106618723 1.65127 -0.140489
chr14 106619150 106619296 1.79177 9.26895e-06
chr14 106627102 106627370 0.988613 -0.803147
chr14 106638819 106639076 1.79177 5.55089e-06
chr14 106657386 106657723 1.77982 -0.0119392
chr14 106661716 106662615 1.61507 -0.176685
chr14 106663351 106663636 1.57982 -0.211941
chr14 106691685 106691814 -4.48429 -6.27605
chr14 106692105 106692240 1.60032 -0.19144
chr14 106694949 106695142 1.79176 2.76324e-06
chr14 106766967 106767134 1.70988 -0.0818826
chr14 106775004 106775148 1.7918 3.81811e-05
chr14 106790518 106790843 1.79179 3.22654e-05
chr14 106821929 106822058 1.79178 1.63929e-05
chr14 106830650 106830901 1.79176 -4.12229e-07
chr14 106844180 106845934 1.79188 0.000123873
chr14 106872644 106873449 1.55875 -0.233013
chr14 106877871 106878032 1.79177 1.24409e-05
chr14 106879562 106879725 1.79183 6.69135e-05
chr1 41123282 41123431 1.19187 -0.599894
chr1 41162710 41162846 1.57225 -0.219512
chr1 41241663 41242668 1.79195 0.000194265
chr1 41360696 41361929 1.31446 -0.477299
chr1 41383644 41383754 1.71992 -0.0718369
chr1 41404993 41405123 1.79176 2.99436e-06
chr1 41574181 41574486 1.79177 1.47615e-05
chr14 16104210 16104453 1.79177 1.32521e-05
chr1 41627488 41627609 1.79177 1.44237e-05
chr1 41639046 41639513 -0.104427 -1.89619
chr1 41639695 41640037 1.35768 -0.434079
chr1 41650278 41650397 1.79179 2.73647e-05
chr1 41661295 41661423 -0.456666 -2.24843
chr1 41661534 41662970 -2.37078 -4.16254
chr1 41667358 41667546 1.38846 -0.403303
chr1 41670644 41670766 0.323805 -1.46795
chr1 41673402 41674082 1.79177 1.51007e-05
chr1 41683974 41684242 -5.1512 -6.94296
chr1 41684663 41684788 1.79177 1.25715e-05
chr1 41728808 41729040 -0.0812402 -1.873
chr1 41739128 41739946 -0.604177 -2.39594
chr1 41741146 41741511 1.79178 2.0503e-05
chr1 41751176 41751957 1.79177 6.58034e-06
chr1 41754611 41754933 -1.88435 -3.67611
chr1 41783176 41783542 -4.04614 -5.8379
chr1 41791745 41792128 1.72594 -0.0658228
chr1 41800685 41800816 1.20268 -0.589078
chr1 41803064 41803555 1.79187 0.000114991
chr1 41805995 41807369 0.447011 -1.34475
chr1 41811412 41811723 -4.16453 -5.95629
chr1 41812106 41812238 1.79181 4.64301e-05
chr1 41862524 41863167 -3.23695 -5.02871
chr14 18657892 18658239 1.59175 -0.200008
chr14 18660045 18660283 1.79177 6.72862e-06
chr14 18661000 18661271 1.79183 7.30564e-05
chr14 18661411 18661585 1.79186 0.000103993
chr1 41870206 41870331 -0.606328 -2.39809
chr1 41875578 41875747 1.79177 1.28201e-05
chr1 41891262 41892408 1.79177 5.9562e-06
chr1 41898169 41898717 -1.04326 -2.83502
chr14 19161382 19161697 1.79189 0.00013237
chr14 19167733 19168061 1.79181 5.00531e-05
chr1 41919666 41920923 1.79177 7.74709e-06
chr1 41928955 41929185 0.392576 -1.39918
chr1 41936203 41936421 0.395099 -1.39666
chr14 19374506 19374765 1.79188 0.000118946
chr14 19748307 19748473 1.79178 1.69496e-05
chr14 19798213 19798353 1.79185 9.5432e-05
chr14 19852396 19852555 1.79176 1.79158e-06
chr14 19906045 19906165 1.79181 4.82674e-05
chr14 19907661 19907902 1.79177 1.13668e-05
chr14 19926801 19926944 1.79178 2.2079e-05
chr14 19974940 19975123 1.79177 6.74885e-06
chr14 20074305 20074481 -1.373 -3.16476
chr14 20295914 20296103 1.78822 -0.00353932
chr14 20305365 20306163 1.77 -0.0217573
chr14 20327387 20327748 1.78512 -0.0066395
chr14 20332745 20333653 1.79179 2.65632e-05
chr14 20342552 20344028 1.79183 7.17961e-05
chr1 42035255 42036525 1.79177 1.15759e-05
chr14 20400777 20401722 -1.93838 -3.73013
chr14 20412368 20414009 1.79177 1.03393e-05
chr14 20415875 20416153 1.77255 -0.0192131
chr14 20427597 20427737 -3.07634 -4.8681
chr14 20440778 20441225 1.79182 6.50631e-05
chr14 20454351 20455873 1.79179 3.55167e-05
chr14 20461001 20462073 1.79179 3.14252e-05
chr14 20469098 20470399 1.79177 1.30775e-05
chr14 20477117 20477840 -1.56354 -3.3553
chr14 20489618 20489974 1.03679 -0.754974
chr14 20503904 20504088 1.79178 2.04799e-05
chr14 20531022 20531371 -0.000279402 -1.79204
chr1 42053110 42053482 1.04258 -0.749184
chr14 20531381 20531547 0.870949 -0.920811
chr14 20542075 20542351 1.79177 1.13771e-05
chr14 20609409 20610304 1.7918 3.58404e-05
chr14 20613013 20614118 1.79183 6.56903e-05
chr14 20624817 20625790 0.36233 -1.42943
chr14 20630447 20631233 1.79176 4.84261e-06
chr14 20631887 20632007 1.66772 -0.124035
chr14 20632743 20633499 1.2932 -0.498561
chr14 20653096 20653305 1.79177 8.66671e-06
chr14 20657683 20657839 1.79191 0.000154728
chr14 20662935 20663556 1.25392 -0.537836
chr14 20681297 20684579 1.79179 3.48675e-05
chr14 20690947 20691298 1.79177 8.51201e-06
chr14 20697739 20697961 1.79181 5.27572e-05
chr14 20781183 20782380 1.79177 8.72588e-06
chr1 42082016 42082171 0.797698 -0.994062
chr14 20821777 20821918 1.79177 5.89983e-06
chr14 20855800 20855923 1.79227 0.000509468
chr14 20857722 20858003 1.79177 6.31519e-06
chr14 20873571 20874038 0.85796 -0.9338
chr14 20933886 20934021 1.79178 2.23543e-05
chr14 20956210 20956642 1.63095 -0.160807
chr14 20959682 20959857 1.7918 3.59e-05
chr14 20961300 20961507 1.79177 1.38102e-05
chr14 20970939 20971864 1.79177 7.39368e-06
chr14 20989628 20990464 1.79176 4.58603e-06
chr14 21014632 21015173 1.24473 -0.547031
chr14 21024302 21025496 -0.477561 -2.26932
chr14 21040046 21040347 1.72913 -0.0626295
chr14 21068575 21069318 1.66474 -0.127022
chr14 21070271 21070425 1.79176 2.33965e-06
chr14 21071104 21071666 1.79185 8.93256e-05
chr14 21087328 21087980 0.323946 -1.46781
chr14 21092574 21092950 1.79177 1.43588e-05
chr14 21098193 21098643 1.17952 -0.61224
chr14 21103624 21104717 1.79177 1.13431e-05
chr14 21122768 21122911 1.7955 0.00373702
chr14 21135651 21135912 -0.595481 -2.38724
chr14 21155726 21155880 1.79177 1.1202e-05
chr14 21169834 21170150 1.79276 0.00100234
chr14 21170281 21170463 1.79179 2.78456e-05
chr14 21191958 21192308 1.79747 0.00571194
chr14 21192887 21193020 1.79182 5.69628e-05
chr14 21202982 21203653 1.7918 3.77094e-05
chr14 21205801 21205989 1.7617 -0.0300602
chr14 21206100 21206321 1.19498 -0.596783
chr14 21215274 21215412 1.78827 -0.00349106
chr14 21215624 21215798 0.936467 -0.855292
chr14 21216067 21216318 1.70723 -0.0845256
chr14 21221186 21221597 0.557297 -1.23446
chr14 21222280 21222414 1.79177 9.14304e-06
chr14 21229529 21231442 -0.20958 -2.00134
chr14 21237566 21237691 -0.0178365 -1.8096
chr14 21250236 21250352 1.79177 1.30828e-05
chr14 21255380 21255658 1.46202 -0.329739
chr14 21256611 21256762 -0.882143 -2.6739
chr14 21263802 21264703 1.79188 0.000117908
chr14 21268876 21269008 1.55467 -0.237094
chr14 21269049 21270210 1.79177 1.22561e-05
chr14 21308204 21309243 1.79184 8.04007e-05
chr14 21320074 21320233 1.75833 -0.0334323
chr14 21332839 21332987 -0.241695 -2.03345
chr14 21349763 21349893 1.79181 4.90034e-05
chr14 21383414 21384874 1.79177 1.3685e-05
chr14 21436902 21437822 -4.46474 -6.2565
chr14 21455289 21456659 1.79178 2.22243e-05
chr14 21476444 21477508 1.79177 9.74022e-06
chr14 21498558 21499506 1.69322 -0.0985377
chr14 21505201 21505381 1.79181 5.54972e-05
chr14 21510391 21510614 1.76907 -0.0226888
chr14 21510810 21511622 1.79178 2.17615e-05
chr14 21526092 21526628 1.56147 -0.230288
chr14 21536558 21536806 1.79178 1.64764e-05
chr14 21557399 21557865 1.79199 0.000234433
chr14 21643351 21643689 -0.0889302 -1.88069
chr14 21703839 21704699 1.79178 2.17498e-05
chr14 21711503 21712875 1.79175 -4.91061e-06
chr14 21723236 21723398 1.7917 -6.26386e-05
chr14 21723540 21724150 1.79183 7.34206e-05
chr14 21729571 21730125 1.76897 -0.0227869
chr1 42173288 42173722 1.79178 1.61578e-05
chr14 21734597 21735031 1.79179 2.69269e-05
chr14 21735342 21736330 1.74226 -0.0494989
chr14 21748893 21749749 1.79177 1.32533e-05
chr14 21768186 21769084 1.79174 -1.63903e-05
chr14 21820077 21820206 1.56506 -0.226702
chr14 21825228 21826274 -0.470067 -2.26183
chr14 21840949 21841768 -8.05822 -9.84998
chr14 21846175 21847282 1.79177 9.92153e-06
chr14 21851795 21853146 1.79007 -0.00169336
chr14 21860218 21860516 1.79179 3.21048e-05
chr14 21861195 21861792 1.18926 -0.602504
chr14 21867957 21868946 1.79192 0.000160947
chr14 21874199 21874807 1.59027 -0.201487
chr14 21874974 21875231 1.05485 -0.736907
chr14 21887236 21887721 1.79191 0.000146535
chr14 21894211 21895123 1.79178 1.68895e-05
chr14 21902724 21903255 0.560983 -1.23078
chr14 21913832 21914152 1.79185 9.34228e-05
chr14 21917821 21918659 1.79178 2.51389e-05
chr14 21923733 21924852 1.79177 1.09208e-05
chr14 21940993 21942082 1.79191 0.000151228
chr1 42195873 42195998 1.79193 0.000170537
chr14 21965154 21965418 1.79279 0.00102727
chr14 21974839 21975011 1.79204 0.000276761
chr14 21978325 21979176 1.77323 -0.0185272
chr14 21990274 21991358 1.50083 -0.290925
chr14 21997326 21998023 1.79176 5.38017e-06
chr14 22002640 22003684 1.79177 1.2144e-05
chr14 22007383 22008117 -1.7287 -3.52046
chr14 22040251 22040981 1.63941 -0.152345
chr14 22046760 22047831 1.79177 1.11657e-05
chr14 22052209 22053159 1.79186 9.57398e-05
chr14 22070350 22071520 1.79189 0.000129559
chr14 22095890 22096885 1.79176 3.67223e-06
chr14 22097597 22098335 1.78905 -0.00270877
chr14 22100188 22100494 1.79185 9.47623e-05
chr14 22119081 22119289 0.0417857 -1.74997
chr14 22122348 22124041 1.79187 0.00011361
chr14 22163228 22163455 1.79199 0.000229489
chr14 22226656 22226931 1.79179 2.88977e-05
chr14 22490647 22491012 1.18213 -0.609633
chr14 22491524 22493165 1.53358 -0.258182
chr14 22496631 22497284 1.79178 2.29552e-05
chr14 22502341 22502809 0.402754 -1.38901
chr14 22505625 22506528 1.79197 0.000214911
chr14 22506851 22507734 1.79181 5.16846e-05
chr14 22509701 22510580 1.79179 2.86262e-05
chr14 22515510 22515680 1.79181 5.20079e-05
chr14 22520895 22521159 1.63704 -0.154724
chr14 22521452 22521757 1.79176 4.02844e-06
chr14 22524302 22524990 1.79177 1.51529e-05
chr14 22525410 22526079 1.78071 -0.0110458
chr14 22529080 22529600 1.76026 -0.0314982
chr14 22531370 22532001 1.60966 -0.182095
chr14 22536591 22537736 1.66686 -0.1249
chr14 22539940 22540087 1.79204 0.000276118
chr14 22549650 22550665 1.79176 5.01032e-06
chr14 22555405 22557619 1.79272 0.000964263
chr14 22561201 22562488 1.79176 5.23066e-06
chr14 22566823 22567575 1.75502 -0.036741
chr14 22568722 22568905 -1.45001 -3.24177
chr14 22569938 22570733 1.79179 2.7152e-05
chr14 22579104 22579304 1.79178 1.84127e-05
chr14 22588485 22589948 1.79177 1.171e-05
chr14 22597924 22599289 1.79179 3.11051e-05
chr14 22644111 22644389 1.69318 -0.0985796
chr14 22653126 22653450 1.77405 -0.0177054
chr14 22659570 22659774 1.74418 -0.0475798
chr14 22689320 22689498 1.56169 -0.230068
chr14 22712830 22713574 1.79176 5.50031e-06
chr14 22766347 22767138 1.17874 -0.613017
chr14 22772806 22772937 1.66947 -0.122291
chr14 22815730 22815926 1.79177 1.49408e-05
chr14 22822879 22823487 1.79177 1.51183e-05
chr1 42282626 42283224 -0.984467 -2.77623
chr14 22829538 22830515 1.79178 2.36953e-05
chr14 22852995 22853705 1.79177 1.39358e-05
chr14 22858620 22859084 1.79204 0.000284802
chr14 22861652 22861800 1.79178 2.29434e-05
chr14 22870972 22872718 1.79178 1.68009e-05
chr14 22883032 22883157 1.79177 5.95189e-06
chr14 22886469 22888304 0.254759 -1.537
chr14 22900151 22900458 -1.62943 -3.42119
chr14 22918535 22919768 1.79176 3.27771e-06
chr14 22929147 22930591 1.79177 1.35129e-05
chr14 22950722 22950953 1.7918 3.92643e-05
chr14 22956460 22957500 1.79189 0.000129545
chr14 22973709 22973958 1.79177 9.47251e-06
chr14 22980863 22980981 1.05748 -0.734276
chr14 22981093 22981306 1.7918 3.80073e-05
chr14 22982633 22983521 1.79174 -1.64499e-05
chr1 42298630 42298996 1.68882 -0.102944
chr14 22986691 22986866 1.79176 4.11879e-06
chr14 22994860 22995038 1.78025 -0.0115055
chr14 23006789 23007396 1.79178 2.11414e-05
chr14 23010149 23010641 1.79176 2.92553e-06
chr14 23020242 23021452 1.79179 3.51255e-05
chr14 23023105 23023392 0.962109 -0.829651
chr14 23028420 23029149 1.79178 1.87328e-05
chr14 23034256 23035404 1.79177 7.96075e-06
chr14 23056108 23056578 1.78 -0.0117641
chr14 23057396 23058292 1.76306 -0.028698
chr14 23068784 23069351 -1.16812 -2.95988
chr14 23071362 23071760 1.79178 2.47919e-05
chr14 23094400 23095947 1.79186 0.000105486
chr14 23118781 23118897 1.79179 3.11359e-05
chr1 42311916 42312082 0.55813 -1.23363
chr14 23119666 23120391 1.76749 -0.0242722
chr14 23120574 23121150 1.79186 0.000104201
chr1 42314486 42314646 -2.71604 -4.5078
chr14 23161245 23161362 1.79179 2.58044e-05
chr14 23182761 23182871 1.79177 1.38409e-05
chr14 23183338 23183719 1.79177 6.26636e-06
chr14 23195947 23196104 1.50129 -0.290473
chr1 42319640 42320378 1.45875 -0.33301
chr14 23237819 23238106 1.7918 3.68909e-05
chr14 23265302 23265467 1.78023 -0.0115317
chr14 23285280 23286776 1.79178 1.76753e-05
chr14 23295036 23295292 0.543113 -1.24865
chr14 23301338 23303036 1.79201 0.000250642
chr14 23320707 23321874 1.79177 1.10346e-05
chr14 23327957 23328370 1.75834 -0.0334202
chr1 42334521 42336038 1.79177 6.63341e-06
chr14 23352451 23353028 1.47949 -0.312268
chr14 23379885 23380361 1.76857 -0.023191
chr14 23469017 23470104 1.79177 8.75032e-06
chr14 23478363 23478546 1.79176 2.03329e-07
chr14 23551380 23551965 1.64728 -0.144484
chr14 23555727 23556440 1.79179 2.93125e-05
chr14 23567308 23567933 1.6906 -0.101164
chr14 23588950 23589588 1.79177 5.9084e-06
chr14 23610426 23610974 1.79191 0.000148585
chr14 23611138 23611274 1.79197 0.000214782
chr14 23631913 23632763 1.79189 0.000126221
chr1 42380381 42380531 1.79177 1.17078e-05
chr1 42380597 42381028 1.79191 0.000152297
chr1 42381546 42381684 1.62974 -0.162023
chr14 23835861 23836000 1.79177 1.23155e-05
chr14 23913977 23914133 1.79179 2.77644e-05
chr14 23926147 23926344 1.79177 8.25084e-06
chr14 23929877 23930004 1.79178 1.76437e-05
chr14 23953325 23954437 1.79178 1.69471e-05
chr14 23988586 23989332 1.79177 6.95633e-06
chr14 24007090 24007239 -0.960035 -2.75179
chr14 24010498 24010910 1.51176 -0.28
chr14 24013368 24013547 1.79177 1.04024e-05
chr14 24013679 24014389 1.77785 -0.0139079
chr14 24036192 24037145 -0.747821 -2.53958
chr14 24051921 24052587 1.79177 1.26555e-05
chr14 24053160 24053511 -7.14268 -8.93444
chr14 24080909 24081705 1.72127 -0.0704875
chr14 24090614 24090774 1.79177 6.21148e-06
chr14 24093880 24095461 1.79179 2.87018e-05
chr14 24108243 24108372 0.41022 -1.38154
chr14 24108532 24109317 1.79181 5.11181e-05
chr14 24113994 24115572 1.79179 3.26348e-05
chr14 24123668 24123802 1.79182 6.24884e-05
chr14 24135792 24136578 1.79177 1.33112e-05
chr14 24141127 24142094 1.79179 3.06247e-05
chr14 24146506 24147869 1.79177 1.22688e-05
chr14 24160898 24162009 1.7918 4.35258e-05
chr14 24171608 24172226 0.693611 -1.09815
chr14 24188326 24189204 1.79195 0.000186387
chr14 24195056 24196297 1.68745 -0.104314
chr14 24212938 24213778 1.79177 1.22569e-05
chr14 24215544 24216287 1.79178 1.76093e-05
chr14 24231667 24233166 1.79177 8.56347e-06
chr14 24242066 24243258 1.79177 1.21599e-05
chr14 24271028 24272098 1.79195 0.000190934
chr14 24273998 24274676 1.76843 -0.0233296
chr14 24279371 24280033 1.7918 4.37168e-05
chr14 24289761 24289888 -0.821909 -2.61367
chr14 24290086 24290236 1.79177 7.68308e-06
chr14 24296736 24297759 -1.17508 -2.96684
chr14 24299344 24300100 1.79177 6.24693e-06
chr14 24310559 24311560 1.79193 0.000174725
chr14 24311694 24311928 1.7918 4.15364e-05
chr1 42431486 42431647 1.79177 1.12578e-05
chr14 24332203 24332950 1.79179 2.64452e-05
chr14 24333815 24334361 0.43402 -1.35774
chr14 24334363 24334655 1.79184 7.69376e-05
chr14 24339733 24340283 1.79197 0.000207992
chr14 24365718 24366129 0.353654 -1.43811
chr14 24366763 24367037 1.79175 -1.41652e-05
chr14 24398968 24399088 1.79177 9.60268e-06
chr14 24429759 24431153 1.79178 2.46003e-05
chr14 24431808 24431985 1.7918 3.79963e-05
chr14 24436847 24436965 1.61362 -0.178142
chr14 24442188 24443194 1.79177 1.18713e-05
chr14 24458344 24458470 1.79186 0.000105191
chr14 24465405 24465670 -6.19478 -7.98654
chr14 24471835 24471986 1.79207 0.000310708
chr14 24483993 24484111 1.79179 2.8669e-05
