ENSG ENSGchr ENSGstart ENSGend GeneName ET0_a ET20_a ET1H_a ET2H_a ET4H_a ET24H_a
ENSG00000077063 chr7 117710651 117874139 CTTNBP2 0.723590727808975 1.26657663403404 1.0208444531492 2.10115714981369 1.8155769946012 2.64268128654669
ENSG00000077092 chr3 25174332 25597932 RARB 1.13349977026274 1.26657663403404 3.04395530020469 2.13802791988804 0 0.822142546028046
ENSG00000077097 chr3 25597905 25664939 TOP2B 12.5069156779869 12.6624784861113 12.4616207611673 12.3119617200625 12.0259144947797 11.9877083074372
ENSG00000077147 chr10 96518109 96587452 TM9SF3 12.7227321734295 12.9082053812918 12.4341396207944 12.4644778345766 12.670461534987 11.881802487479
ENSG00000077150 chr10 102394110 102402529 NFKB2 11.5002835450905 11.7098907736999 12.6961211386303 13.4317314092865 13.6285884935981 12.7959831189784
ENSG00000077152 chr1 202331657 202341980 UBE2T 3.97576039277504 3.81540216464323 4.6986265926897 3.49139460472483 4.57038584384387 9.94499148043398
ENSG00000077157 chr1 202348699 202592706 PPP1R12B 9.6328525651131 9.89237572392015 9.63769081223249 9.34181072017216 9.21366223562551 10.1974345448742
ENSG00000077232 chr2 182716041 182794464 DNAJC10 9.72762535497733 9.77372377238596 9.56834371001196 9.95754357111748 10.678002997636 11.6894456583043
ENSG00000077235 chr16 27459555 27549913 GTF3C1 11.3397048797781 11.4641118721185 11.5885137443101 11.2266725869594 10.8933237832445 11.3604052384209
ENSG00000077238 chr16 27313668 27364778 IL4R 11.8397074597653 11.8252167563923 12.8897789682374 13.3562060160144 13.5484046264292 12.1164801239409
ENSG00000077254 chr1 77695987 77759852 USP33 11.2656494472442 11.2414406847333 11.051320057909 10.967030129885 10.8052623915112 10.7256972727744
ENSG00000077264 chrX 110944285 111227361 PAK3 7.41000731103019 7.74358891634534 9.28410921507212 9.09597620973308 8.68877186335342 5.85556201409364
ENSG00000077312 chr19 40750637 40765389 SNRPA 10.6017415802057 10.2644518679101 9.84804447590406 10.0439189731139 10.4824260214332 11.7498790430607
ENSG00000077327 chr10 22345445 22454224 SPAG6 6.95975519484031 6.88993376949865 6.19640926620973 6.06599068433654 6.37407083681284 4.21650213232457
ENSG00000077348 chr19 41386374 41397479 EXOSC5 6.09910144022562 5.91619527343138 5.9921465871113 6.71067144803074 8.392337479394 9.59120944019337
ENSG00000077380 chr2 171687409 171748420 DYNC1I2 8.63894401975997 8.46560631268311 8.64158237484407 9.618441187734 10.124651115672 10.742061270925
ENSG00000077420 chr10 26438203 26567803 APBB1IP 12.2349998506759 12.4024186196926 12.812762652012 13.5534998419255 13.6255856477311 11.2603278602247
ENSG00000077454 chr7 100574011 100586153 LRCH4 10.8842942167523 10.9801347224379 10.4353593334564 10.1012528284247 9.0008279977557 9.35462665342779
ENSG00000077458 chr11 95768942 95790409 FAM76B 10.8064668586624 10.7067068934632 10.3254401572387 9.83160207926307 9.29886634982075 9.39123596333473
ENSG00000077463 chr19 4174109 4182604 SIRT6 7.20651217780428 6.7974397875952 6.95696772991674 6.68728499919191 7.62598168800784 8.84007810008832
ENSG00000077514 chr11 74493851 74669117 POLD3 8.21883326112673 8.07344354113691 8.59158761800474 8.79934442066359 8.80094354039436 10.6952402860576
ENSG00000077522 chr1 236686454 236764631 ACTN2 3.27173385232037 3.74261959545196 5.77129585670279 5.95461016254085 6.56054031431296 3.75768265155032
ENSG00000077549 chr1 19338776 19485539 CAPZB 13.2799520291099 13.4286817681749 13.0938151194404 13.1653787189225 13.088891256735 12.7886224781893
ENSG00000077585 chr1 236142505 236221865 GPR137B 9.15739298527003 9.38574164238306 9.62869912748081 9.12181328295855 9.11351927647518 7.90682743925628
ENSG00000077684 chr4 128809623 128875224 JADE1 11.5202655421043 11.6964330487931 11.5538875552205 11.3433387915677 10.9448650791565 10.5193897312444
ENSG00000077713 chrX 119399060 119454478 SLC25A43 5.29439844596719 4.95415364591345 5.00872439940994 5.52526677448118 6.05046764546977 7.93661978570946
ENSG00000077721 chrX 119574467 119591083 UBE2A 10.5551933175605 10.6032520878471 10.6493612159936 10.6657065851679 10.2737091120527 10.4477590799894
ENSG00000077782 chr8 38411138 38468834 FGFR1 8.84006511218793 9.23668317013583 9.37815373025256 9.22551783815882 9.2400145858383 6.42904369776477
ENSG00000077935 chr22 45344063 45413619 SMC1B 3.43415031240516 3.92370598578387 4.39511566624395 3.84269805296123 3.46325948320982 4.49147519179914
ENSG00000077943 chr10 15513949 15720125 ITGA8 1.81806743101926 1.63041317572172 0.3014259313795 1.94567769932426 1.6253254084243 0.65350933385094
ENSG00000077984 chr20 24949230 24959928 CST7 7.95496337822587 7.68483200884955 7.65040699004483 7.86639405491096 7.95996963588146 7.01543918158351
ENSG00000078018 chr2 209424058 209734118 MAP2 3.42989404446657 3.63157233591193 4.02921093001157 3.85939640101374 3.24875437511773 1.43318411285973
ENSG00000078043 chr18 46803224 46920160 PIAS2 10.7360043096663 10.843740826761 10.771352770304 10.4119038511135 10.3831308825038 10.4230785688502
ENSG00000078053 chr7 38383704 38631567 AMPH 2.96466138077295 3.36839215789526 2.80044138098108 2.50810312944952 3.01266225113064 2.5080537880099
ENSG00000078061 chrX 47561100 47571920 ARAF 10.4779045576408 10.557905416154 10.5896246775064 10.6128936128393 10.542547025894 10.7284625624985
ENSG00000078070 chr3 183015218 183116075 MCCC1 9.56568516913357 9.62372486122237 9.43727364306847 9.49051697691296 9.71211628165343 9.89785191629148
ENSG00000078081 chr3 183122213 183163839 LAMP3 6.75043352808753 6.98473161085892 7.33315993538008 9.13292948612962 11.0568328458448 8.72830810728692
ENSG00000078098 chr2 162170684 162245151 FAP 1.48737824049109 1.76501562815679 3.59805105250335 2.88959326227098 3.77368047088792 2.55748021097298
ENSG00000078114 chr10 20779973 21174187 NEBL 6.05946951677145 6.33483784477567 6.28892026412201 7.03636474301141 8.13711980900358 5.18976872144919
ENSG00000078124 chr11 76860867 77026797 ACER3 8.91045598250442 8.95476566143286 8.71732472559929 8.30813890259535 8.07269677702894 9.60929776963658
ENSG00000078140 chr4 39698044 39782792 UBE2K 12.0187380129877 12.3312891736041 12.2873727829924 12.0730177177742 12.1549195973055 11.8956052395338
ENSG00000078142 chr18 41955206 42087830 PIK3C3 11.2673225642039 11.1362984856707 11.172120718668 11.1015149433608 11.0631283336681 10.6007410181847
ENSG00000078177 chr4 40056826 40158252 N4BP2 10.8782025936297 10.9031650499469 10.8974405894113 11.4778015123711 11.7855840722182 10.1260549260292
ENSG00000078237 chr12 4307763 4354593 TIGAR 9.10416225350559 9.29744249761691 9.22128765300208 8.98019227294148 9.00503771485696 9.5047527803121
ENSG00000078246 chr12 2877223 2941140 TULP3 7.7247722949101 8.18725215799658 8.61613852242751 8.63062707042965 8.76263574896849 8.22915896489079
ENSG00000078269 chr6 157981887 158099176 SYNJ2 10.8949379610088 11.0178695607372 11.6928551792827 12.1869621622682 12.642294514104 10.5612297761404
ENSG00000078304 chr14 101761798 101927989 PPP2R5C 14.2463361947419 14.2635015666417 14.0660309375874 13.6256190326708 12.9434724193884 12.662006878261
ENSG00000078319 chr7 100320992 100341908 PMS2P1 8.28110799718725 8.21662728447891 7.89526974889872 8.5683268997139 9.31944804008995 8.81868221806936
ENSG00000078328 chr16 6019094 7713338 RBFOX1 2.9076517887873 2.98574022708402 3.18976792146484 1.57107080801159 2.03278863330925 0.688956100298815
ENSG00000078369 chr1 1785285 1891117 GNB1 12.9021438685477 13.1170455372079 13.5126764240782 13.6142152335557 13.4648740575551 13.1666983893405
ENSG00000078399 chr7 27162435 27175180 HOXA9 3.91624593064476 3.16735239023021 3.54102415021501 3.06306789411511 1.29242732420051 1.90848717587411
ENSG00000078401 chr6 12290363 12297194 EDN1 4.37243713434336 3.98924186941697 3.86815380917837 4.26930792793209 3.92821808377679 2.86853972561496
ENSG00000078403 chr10 21524675 21743630 MLLT10 11.7018151944693 11.8312124590944 11.4545955072569 11.252052176816 11.0342799503963 11.2760256741269
ENSG00000078487 chr7 100400826 100428992 ZCWPW1 6.9929340726433 6.99287329653299 7.2074998266466 6.93904760330486 6.90969536345199 7.0964230502447
ENSG00000078589 chrX 78945332 78961954 P2RY10 11.3731639930396 11.3065621789424 11.1459243997668 10.8975852111573 9.89413273012395 7.59509733968234
ENSG00000078596 chrX 79360384 79367667 ITM2A 11.3501336282199 11.041642576603 10.5474414962677 10.9081446507851 10.4357601159551 9.43036011512518
ENSG00000078618 chr1 51789191 51878937 NRDC 10.5417611831413 10.2461265093756 10.3878090149424 10.431477133105 11.1164103318384 12.3515289342115
ENSG00000078668 chr8 42391624 42405897 VDAC3 10.2460054535412 9.90789278415443 9.65062814213089 10.0678825345413 10.2947631643748 12.1225429118766
ENSG00000078674 chr8 17922840 18029944 PCM1 13.5696641003295 13.8041587671239 13.8266090632632 13.4269332538065 12.5373618013142 12.366609909027
ENSG00000078687 chr17 77959240 78108835 TNRC6C 12.1098392916307 12.3878809621442 12.4109531185278 12.0388770519337 11.2150852894276 10.6272816584185
ENSG00000078699 chr20 33490075 33650036 CBFA2T2 10.8074432159629 11.0584470321737 10.934955468832 10.6310187436703 10.2408246164972 9.94886997663906
ENSG00000078747 chr20 34363235 34511393 ITCH 11.6273226230259 11.7766400967782 11.6624725538609 11.8081364353876 11.7662957613536 11.1787010933927
ENSG00000078795 chr5 137887968 137942747 PKD2L2 3.43717318597192 1.87112613902332 3.24331930515449 2.65739436122474 1.78245339277583 1.99656240316001
ENSG00000078804 chr20 34704290 34713439 TP53INP2 10.1201877253791 10.3101936787827 10.6127282934271 10.0345897473275 8.46818254234901 5.65757299969003
ENSG00000078808 chr1 1216908 1232031 SDF4 9.95909443162259 9.86613658578821 10.2614554327723 10.9562249277704 11.5893851711616 11.2536128397381
ENSG00000078814 chr20 34975403 35002437 MYH7B 3.44006289865681 2.84169657322832 4.19055853740774 4.04803294213733 3.55660425917277 2.76154980477117
ENSG00000078900 chr1 3652520 3736201 TP73 2.66607385918989 1.26657663403404 1.39640398564555 0.449188128836611 0 1.90848717587411
ENSG00000078902 chr11 1274371 1309654 TOLLIP 9.37996182439848 9.93282797951291 10.0037601967627 10.2343547004436 10.3769466147963 9.5064798449718
ENSG00000078967 chr7 43926438 43956136 UBE2D4 8.0589478261541 7.80858056433028 8.23732906810845 8.06254363912312 8.38064569063436 8.97740101081314
ENSG00000079134 chr18 214520 268050 THOC1 11.274258302018 11.69220164381 11.3320522621196 11.366964321727 12.1247696215686 11.096844691485
ENSG00000079150 chr2 178463664 178478600 FKBP7 3.56207904567124 1.63041317572172 2.59146647714577 4.34499940220515 5.38985060104832 6.26904619084018
ENSG00000079156 chr2 178194481 178402891 OSBPL6 4.67580221802882 5.06814072846961 5.35053941334793 5.01949811459734 4.97466294814074 4.63157010215016
ENSG00000079215 chr5 36606355 36688334 SLC1A3 1.07746919803732 2.16256709422682 2.26033611820087 2.5411599740641 3.62924031889019 4.61417874624396
ENSG00000079246 chr2 216107464 216206303 XRCC5 13.1291075470681 13.1323464859229 12.8784743188023 13.052809163427 13.3809276835339 14.2326745488835
ENSG00000079257 chr3 158645822 158672693 LXN 6.56771926504021 6.90139488834823 7.01375356781303 6.87028589159859 6.03206736328214 6.15371691531801
ENSG00000079263 chr2 230203110 230313215 SP140 11.5999575534297 11.7769124589886 12.4543609330426 12.4495609143087 12.0598529149888 11.2481770391338
ENSG00000079277 chr1 46557408 46616843 MKNK1 9.41577673757768 9.40199036546386 9.18357181093341 9.08375637996322 9.06841088278962 9.80146795754602
ENSG00000079308 chr2 217799789 218002995 TNS1 4.25221302400761 4.63150242820364 3.77054213132154 4.24757028555723 4.86284398257748 4.64691979216022
ENSG00000079313 chr19 1815246 1848463 REXO1 11.3526312665726 11.3931395517171 11.4074221471973 11.3527333747894 11.5673133624813 10.8956968348164
ENSG00000079332 chr10 70147289 70170523 SAR1A 12.4886878259538 12.4192930534244 12.0603228658361 12.0680693562861 11.9605717745754 11.4741672810433
ENSG00000079335 chr1 100345025 100520277 CDC14A 14.7722465850609 15.0947399073038 14.9851477767451 13.6633110212775 12.2050431514404 9.82125312812116
ENSG00000079337 chr12 47734367 47771040 RAPGEF3 2.5442337374829 2.34910944151821 2.1100231364936 3.15668932068867 2.73035387865394 4.73848349657724
ENSG00000079385 chr19 42507304 42561234 CEACAM1 4.83937068617493 4.37564874011081 5.19437441785217 5.56407789019027 6.09768551575402 4.82602959606674
ENSG00000079387 chr12 48042898 48106308 SENP1 10.2361057193698 10.2562460724599 10.4475455839878 10.6003336804607 10.8745893318692 11.2778630750761
ENSG00000079432 chr19 42268537 42295797 CIC 11.5567662841544 11.6604157634441 11.6468374403752 11.2122103246464 10.589382466791 10.6695258429286
ENSG00000079435 chr19 42401507 42427426 LIPE 7.26615426453662 7.3250986185528 7.05044777985772 7.09805627360169 7.37364166585049 8.73892045622802
ENSG00000079459 chr8 11795573 11839309 FDFT1 12.0305104680006 11.7509019158302 11.0631877870309 10.8407646699252 10.5680165080075 12.1397994912014
ENSG00000079462 chr19 42297033 42303546 PAFAH1B3 6.89969235271059 6.52034242978845 5.76206663594972 5.72814401580172 5.949537574898 9.11883861817901
ENSG00000079482 chrX 68042344 68433913 OPHN1 3.80512879601683 4.01292159686635 3.00905032047434 3.50240143663976 2.73241817551438 3.48220314035839
ENSG00000079616 chr16 29790719 29805385 KIF22 10.5472911734586 10.4991426563608 10.4175418647066 10.1036500664627 9.04557549494878 10.2095637097757
ENSG00000079691 chr6 25279078 25620530 CARMIL1 8.83209396716978 8.84791998799955 8.49068653189742 8.58361545448734 8.44106026134779 8.58845394461645
ENSG00000079739 chr1 63593276 63660245 PGM1 8.70992732143167 8.58708180565396 8.25770590597917 8.28013189172555 8.38839781304321 9.37417069074844
ENSG00000079785 chr2 15591178 15631111 DDX1 11.1951727734575 11.0574497004625 10.8286061094563 10.8562112014415 11.3375018150854 12.3173459641504
ENSG00000079805 chr19 10718079 10833488 DNM2 12.4341866928493 12.4585180038967 12.5429590185311 12.5107540302808 12.510815132757 12.2487469243802
ENSG00000079819 chr6 130839347 131063322 EPB41L2 9.83261176672348 10.0387905832724 10.5739765952658 10.675788646236 10.6185425521517 9.70368748872884
ENSG00000079841 chr6 71886703 72403143 RIMS1 2.32470214345703 0.49688808595465 0.92271063952683 1.87943806160948 1.92227634054101 1.67962560826709
ENSG00000079931 chr6 132296055 132401545 MOXD1 1.20528864734315 1.76501562815679 1.60973031731376 0.679667049888635 2.56186235743832 0
ENSG00000079950 chr6 132445867 132513198 STX7 8.90689861147682 8.71060789131727 8.56613448064974 8.70841536463279 8.59758357682409 8.88060278821832
ENSG00000079974 chr22 50767501 50783663 RABL2B 7.50959843157488 7.4276335465471 7.86178634872418 8.10376950048848 8.10764570447828 8.48582392607978
ENSG00000079999 chr19 10486120 10503741 KEAP1 7.58373257445282 7.36331225812591 7.81936447701531 8.44681457920229 9.10091821271783 10.3813231006891
ENSG00000080007 chr6 73394748 73417569 DDX43 5.06026399006495 5.15055082839991 5.12794596460052 4.78427110097809 4.58797269744653 3.52774127849173
ENSG00000080166 chr13 94436808 94479682 DCT 3.67070109005634 3.39887359017209 1.73939030294167 0.922373746187215 1.19672847148122 1.53792083459459
ENSG00000080189 chr20 46345980 46364458 SLC35C2 10.6994299698264 10.6736565726274 10.5143544703763 10.4582527840528 10.6143858196647 10.3602219365292
ENSG00000080200 chr3 97822040 97944963 CRYBG3 7.61684983100871 7.53271701457165 7.7190314290805 7.5859373448989 8.49751227167404 7.81480643438714
ENSG00000080224 chr3 96814581 97752460 EPHA6 1.07746919803732 2.31535341049065 2.41396784871502 1.43024993277287 1.85223391864045 0.398360538440087
ENSG00000080298 chr9 3218297 3526004 RFX3 12.6095688132819 12.9591907059629 13.3913254536919 12.896355888953 11.8831898522846 11.3677566584749
ENSG00000080345 chr2 151409883 151508013 RIF1 11.8726371962869 12.0064842098656 11.8810412207753 12.095472754229 12.8474880363167 12.5275133883411
ENSG00000080371 chr12 71754874 71800285 RAB21 12.04837101672 12.1376442279396 12.0202532514095 12.0547769975804 12.1036330964392 11.1654445909769
ENSG00000080493 chr4 71186757 71572087 SLC4A4 4.51165114280988 4.93600884606307 4.54347106987862 4.5128507638428 4.55324026562224 3.05078092194063
ENSG00000080503 chr9 1980290 2193624 SMARCA2 13.2392028588337 13.2351086193873 13.3200361182108 12.8888242100928 12.1129287280824 11.9640184118789
ENSG00000080546 chr6 108986437 109094819 SESN1 11.6510892475813 11.6869445825482 11.368673921618 10.6022951038933 9.23857998776908 8.03865684534876
ENSG00000080561 chrX 107825755 107927193 MID2 9.55148443199967 9.76714176799239 9.56219991284403 9.48643256227956 9.19073200195528 8.40630909852696
ENSG00000080573 chr19 9959561 10010471 COL5A3 6.20905106108695 5.83031585232492 5.89328958166828 7.03334266700002 7.64851950948287 5.88540089870938
ENSG00000080603 chr16 30698209 30741409 SRCAP 11.3996633093756 11.5299221687771 11.8709146963907 11.9319309076434 12.1617039010906 12.0933834333037
ENSG00000080608 chr9 2720469 2844241 PUM3 10.3714640254185 10.3735350091974 10.3040017001174 11.4211341617179 12.7954132048617 13.1379711753615
ENSG00000080802 chr7 135361795 135510127 CNOT4 12.0690288995 12.2625342632696 12.3110222055276 12.1715939877802 12.1948673827051 10.9689342093236
ENSG00000080815 chr14 73136418 73223691 PSEN1 10.9493795815034 11.1584318124766 11.8142631104982 11.7791433350492 11.154190099459 10.4947481657693
ENSG00000080819 chr3 98521132 98593723 CPOX 7.96740216424454 7.87505978622675 8.20249424081687 8.16326193540484 8.0609008077848 10.3282982284186
ENSG00000080822 chr3 98497912 98523066 CLDND1 11.4723441295708 11.3707204072222 11.443480984279 12.1188807858422 12.4386929321285 12.7914715444864
ENSG00000080823 chr14 102224500 102305200 MOK 6.6427309761413 7.56593220512779 9.02625429840683 8.4974596605443 7.38507278348774 6.75567151602981
ENSG00000080824 chr14 102080738 102139699 HSP90AA1 13.915744320085 13.9841985779328 14.523192120697 14.7967553109276 14.1866876408995 15.9695449091497
ENSG00000080839 chr20 36996349 37095995 RBL1 11.0371500021524 11.0955811056578 10.6093644256306 9.97775467304052 9.22680527315804 11.4409267909094
ENSG00000080845 chr20 36306336 36528637 DLGAP4 10.2969114647409 10.4483616715946 10.2867959829603 10.3427645177082 10.1096712104892 9.19346436685051
ENSG00000080854 chr11 133908564 133956985 IGSF9B 9.01388040438307 9.11038679697647 9.75823511800017 9.85542425778707 9.98252450647336 9.92579889314201
ENSG00000080947 chr1 16467436 16499257 CROCCP3 7.30921327316434 7.28716064953399 6.68979427430475 6.81645272995056 6.38199334176735 6.63516217039543
ENSG00000080986 chr18 2571511 2616635 NDC80 8.15253989434255 7.96106063499758 7.44576073931884 7.26639644406251 6.21076766914052 8.18536876288248
ENSG00000081014 chr15 50908672 51005900 AP4E1 9.62580968408162 9.67972245269917 9.63795851924712 9.67821193354457 9.76185731504156 9.99977311032867
ENSG00000081019 chr1 113761832 113812476 RSBN1 11.4110963031368 11.3874777336496 11.0938985691889 10.8513672278831 10.4518509966473 9.47857090842217
ENSG00000081026 chr1 113390749 113685923 MAGI3 8.94802524553755 9.3742970446761 9.90489040478986 9.48106155054381 8.78181129763038 8.64949375408871
ENSG00000081041 chr4 74097035 74099293 CXCL2 4.1810031224446 4.47784306783043 4.65654631459445 5.3783558619808 5.52025534693716 2.8585008513041
ENSG00000081052 chr2 227002711 227164113 COL4A4 2.96813982069326 3.29862730275972 1.99917878418433 2.13802791988804 2.97761960032418 2.15520747786295
ENSG00000081059 chr5 134114711 134151865 TCF7 14.7295256237479 14.6518108500443 14.054337342213 14.1307962853546 13.5616807043918 11.4617485589006
ENSG00000081087 chr6 108041409 108165854 OSTM1 8.60329437485089 8.58392447475734 8.7559060347472 8.70967717377339 8.94407167158993 9.51445169851222
ENSG00000081148 chr3 101222546 101320560 IMPG2 6.2461254822057 6.21779140049986 4.71326317680434 6.08734106027903 6.46749346618519 5.22470924520918
ENSG00000081154 chr3 101574095 101594437 PCNP 12.0495042272173 11.7410659905089 11.5458744900782 11.4434369053828 11.4465508701603 11.4672698899303
ENSG00000081177 chr14 69191511 69244020 EXD2 7.76613220801586 7.96931013467856 7.76281921987798 7.18714238959135 7.02137681634921 8.49455148436905
ENSG00000081181 chr14 67619798 67651720 ARG2 8.61725566845585 9.44792737814711 9.94969959171574 9.25420983691425 7.44296608734316 6.74783297196858
ENSG00000081189 chr5 88717117 88904257 MEF2C 7.30951392897645 6.92486114396296 7.07183095017245 6.92933369371254 6.33907550941332 4.37849392690913
ENSG00000081237 chr1 198638671 198757283 PTPRC 15.531121196791 15.6342019565278 15.3291720411189 15.1914604769373 15.1240294409369 13.760117919067
ENSG00000081307 chr3 132654446 132678097 UBA5 9.18733346782827 9.41623411505891 9.3895254313323 9.31278846475874 9.44666604989333 10.6262730749927
ENSG00000081320 chr2 196133566 196176503 STK17B 14.638469567875 14.5174162448521 14.1932789619933 14.2002582265548 14.1959052658555 12.5955189736281
ENSG00000081377 chr9 96490241 96619830 CDC14B 7.10181839642055 6.67312880882579 7.16998160948543 6.79637045371344 6.43218743421996 7.01283838978977
ENSG00000081386 chr9 96755865 96778129 ZNF510 8.87604599182688 8.8139466059829 8.7786412807051 8.54101457824668 7.8187327459584 7.87295887675113
ENSG00000081479 chr2 169127109 169362685 LRP2 2.25610825088796 2.16256709422682 3.09437585198058 3.06137028530255 2.66964283702626 1.91574481848172
ENSG00000081665 chr19 19785839 19821751 ZNF506 10.8916998594726 11.0798734157258 11.6391399248283 11.3914382874034 10.8974558882704 9.56834876092844
ENSG00000081692 chr1 227730425 227735411 JMJD4 7.27293942443591 7.30702080077528 7.21913251787115 7.96364589376233 8.85385863149386 9.21921088861745
ENSG00000081721 chr1 161749758 161757238 DUSP12 8.42454225966318 7.97778427186142 7.94057074074071 7.96892337196556 8.1886257362921 8.40001284242223
ENSG00000081760 chr12 125065379 125143333 AACS 8.54652899210062 8.70382395890121 8.46432522295259 8.14052164300396 7.49763795522941 8.70881803827493
ENSG00000081791 chr5 141923808 141942047 DELE1 9.87207480951809 9.93888439476247 9.85959567717043 9.7317470120612 9.49270636895324 9.99172246662893
ENSG00000081803 chr7 122318425 122886759 CADPS2 1.48737824049109 2.69378006359454 3.06159871499762 1.74720828159455 1.8591838544296 1.67962560826709
ENSG00000081870 chr1 53916574 53945929 HSPB11 7.87509856621756 7.5066625483662 7.69911988699537 7.68632789557582 7.55621042763202 9.21014331025562
ENSG00000081913 chr18 62715450 62980433 PHLPP1 10.8110495117639 11.2437569335685 11.2707897294044 10.8619820140568 10.2241788366702 9.13523122199478
ENSG00000081923 chr18 57646426 57803101 ATP8B1 3.05602494480278 3.16731857976415 2.82803789992034 3.17167137022112 3.27949279595225 1.53274176952115
ENSG00000081985 chr1 67307364 67396900 IL12RB2 8.27354332751023 8.21602216790036 9.0375381195399 9.09751216132376 10.3229696005763 12.5452826185441
ENSG00000082014 chr7 151238764 151277896 SMARCD3 7.7907569372032 7.65097459459458 6.97482578933151 6.50936679878802 5.76295997611542 5.92805636470185
ENSG00000082068 chr5 37379212 37753435 WDR70 10.4855438168818 10.6283352864248 10.4067272976569 10.514898682013 11.3592275293252 11.2560435860354
ENSG00000082074 chr5 39105236 39274528 FYB1 14.169406002736 14.0356413220647 13.5630719382068 13.1642068081876 12.4824264683926 11.0054902161015
ENSG00000082146 chr2 201387858 201480846 STRADB 6.93579918408092 6.90183360957842 7.0344379577521 7.06796135192597 6.88694772642235 8.08800583887827
ENSG00000082153 chr2 200810594 200827338 BZW1 11.7497576737689 11.5273854313042 11.6153731899474 12.1942234356146 12.4865013384517 12.8675699786519
ENSG00000082196 chr5 34019448 34043832 C1QTNF3 6.99149997071479 7.25517824759645 6.14882683078886 4.69340870342882 4.08034366981757 5.44648662390366
ENSG00000082212 chr18 50879049 50954257 ME2 10.0577401662615 9.74505183348011 9.65976787874022 9.7993219759037 10.8858490178176 12.1350134288516
ENSG00000082213 chr5 31532266 31555058 C5orf22 8.80317997022469 8.53735798975251 8.99959363343692 9.20016795496974 9.08989827241647 9.96532743617156
ENSG00000082258 chr2 134918235 134959342 CCNT2 11.4393012767325 11.5682819858324 11.512052367206 11.3888492589919 11.4570629735582 10.708453525361
ENSG00000082269 chr6 70412941 70561174 FAM135A 9.628257900344 9.68001186512249 9.23303041824617 8.72685061999322 8.13775482339324 9.16498125393103
ENSG00000082293 chr6 69866571 70209976 COL19A1 5.62322284733381 5.56615651770117 5.32136525148461 5.59851758852798 4.94652037954834 5.0159990146138
ENSG00000082397 chr18 5392381 5630700 EPB41L3 7.76178713960452 7.72181685470956 7.46581521379608 6.92059850357579 7.07977554393049 5.01421969766215
ENSG00000082438 chr2 164653624 164843679 COBLL1 6.22281708341551 5.8272096906951 5.34768808542309 4.69799229579253 4.54251659835845 4.38408602381134
ENSG00000082458 chrX 70444861 70505490 DLG3 9.10167844334373 9.23197190366928 8.72540289097124 8.12395272098431 7.22365296531372 7.82096732499903
ENSG00000082512 chr1 211326615 211374946 TRAF5 10.3046749144385 10.3617185073324 9.95066315097666 10.6724113328241 10.9443762547801 9.98247494197074
ENSG00000082515 chr5 154941070 154969411 MRPL22 9.73047873399947 9.67190316104064 9.3166930876563 9.12651467258235 9.20678459386289 10.1058889898559
ENSG00000082516 chr5 154887416 154938209 GEMIN5 8.17232393177484 8.41993480266657 8.6724103209881 9.41179203887051 10.6318771698408 11.3265829686749
ENSG00000082641 chr17 48048329 48061487 NFE2L1 10.855889378331 10.673475262117 10.4335713183794 10.5174499474022 10.6125794599141 11.5788388486618
ENSG00000082701 chr3 119821323 120094417 GSK3B 11.8237690151228 12.0193160190648 12.0175187999299 11.8770207341368 11.7507303398505 11.4116922678584
ENSG00000082781 chr3 124761948 124901418 ITGB5 4.68731026078644 3.21679982764292 4.18175106382296 4.57319955353299 3.92387784389986 3.19374743268258
ENSG00000082805 chr12 990509 1495933 ERC1 11.5191022834682 11.6612174438175 11.4808323412812 11.5916537349791 12.0920045444461 11.2964657988886
ENSG00000082898 chr2 61477849 61538626 XPO1 11.7805547345097 11.9097413390508 11.5787721198612 11.7749888133008 11.9055137969506 13.6187849583517
ENSG00000082996 chr3 149812708 149962139 RNF13 11.1146934516476 10.8540320621316 10.5805408607673 10.7532039753154 10.8655438596895 10.8727569909667
ENSG00000083067 chr9 70529063 71446904 TRPM3 4.35182053149218 4.14586975178218 4.47885168652451 3.81331017422399 2.84685544277789 1.39300413458368
ENSG00000083093 chr16 23603160 23641310 PALB2 7.69531313773538 7.21216781237526 7.59695352666375 8.43883683094608 9.07034304943339 9.6107668776853
ENSG00000083097 chr6 83067666 83171350 DOP1A 10.8275455241054 11.0273928127984 11.3288598370254 11.2349931863606 10.359893199498 9.35750037935854
ENSG00000083099 chr6 89568144 89638753 LYRM2 8.13022379155285 8.03189967217209 8.01290090768377 8.44221049600798 8.61766735513013 9.31737598433085
ENSG00000083123 chr6 80106647 80346270 BCKDHB 8.23663117010183 8.32990242254158 7.94608342809419 7.94487684405729 8.35031432642729 9.77142715243034
ENSG00000083168 chr8 41929479 42051990 KAT6A 13.857610295355 14.0654115983936 14.1462291904657 14.1348222439304 13.6261734253517 12.1355272062604
ENSG00000083223 chr9 86287733 86354454 TUT7 12.1073865794742 12.1319681909623 12.333614789586 12.5332030231068 12.0774762274559 11.2159132895557
ENSG00000083290 chr17 19770829 19867936 ULK2 8.53188552271845 8.32445122206957 8.12130327023541 7.61683294777404 7.71302225176286 8.522134128374
ENSG00000083312 chr5 72816312 72916733 TNPO1 12.0516127503011 12.1352711808299 11.9949006382679 12.033406681992 12.3207514030785 12.8731046783024
ENSG00000083444 chr1 11934205 11975538 PLOD1 5.84684854647232 5.55798705523697 4.59405019299879 4.38111021110165 4.48582764628494 9.13229435203698
