ENSG,IT02,IT202,IT1H2,IT2H2,IT4H2,IT24H2
ENSG00000188229,29,26,58,32,26,36
ENSG00000188234,57,41,103,102,141,101
ENSG00000188242,39,43,68,47,107,77
ENSG00000188243,36,33,154,89,134,109
ENSG00000188263,2,2,11,6,43,28
ENSG00000188266,26,9,18,8,8,16
ENSG00000188269,1,1,0,0,0,0
ENSG00000188282,10,10,23,4,15,8
ENSG00000188283,633,489,613,222,300,153
ENSG00000188290,3,1,2,0,1,0
ENSG00000188295,76,44,48,19,36,25
ENSG00000188305,0,0,1,0,0,1
ENSG00000188306,0,0,3,1,2,0
ENSG00000188312,1481,1089,2186,825,2080,2741
ENSG00000188313,96,56,279,137,1153,246
ENSG00000188315,37,23,36,30,21,17
ENSG00000188316,5,1,5,0,0,0
ENSG00000188321,29,24,97,68,86,41
ENSG00000188322,404,299,292,149,95,22
ENSG00000188334,2,0,0,0,0,0
ENSG00000188338,6,2,11,1,0,0
ENSG00000188342,1536,1158,2535,1498,3906,1115
ENSG00000188343,0,0,3,3,6,13
ENSG00000188352,628,449,915,553,762,780
ENSG00000188368,4,4,6,3,3,0
ENSG00000188372,57,43,67,64,207,157
ENSG00000188373,6,6,6,1,0,0
ENSG00000188385,66,68,115,44,19,10
ENSG00000188389,55,40,343,355,289,366
ENSG00000188393,2,1,1,0,0,0
ENSG00000188399,2,0,1,0,5,4
ENSG00000188404,602,457,1822,1575,3972,374
ENSG00000188419,296,216,1446,1033,1389,579
ENSG00000188428,447,309,825,438,439,311
ENSG00000188451,1,0,1,1,0,0
ENSG00000188452,2,0,0,0,1,3
ENSG00000188487,4,1,4,2,1,2
ENSG00000188493,50,42,61,39,39,43
ENSG00000188501,0,1,3,0,2,0
ENSG00000188505,0,0,0,0,1,0
ENSG00000188508,0,0,0,0,0,1
ENSG00000188511,1547,1140,2055,1201,4349,3390
ENSG00000188517,16,16,17,2,14,4
ENSG00000188522,156,134,1394,1637,1759,340
ENSG00000188523,3,3,27,7,6,2
ENSG00000188529,1068,621,871,492,813,398
ENSG00000188542,4,1,0,6,3,2
ENSG00000188549,0,0,0,0,0,1
ENSG00000188554,553,444,1083,355,300,190
ENSG00000188559,4240,3005,3455,1111,1529,831
ENSG00000188566,515,406,724,329,340,717
ENSG00000188580,33,18,22,10,22,10
ENSG00000188596,27,22,299,192,162,20
ENSG00000188599,7,3,9,5,13,10
ENSG00000188603,435,407,603,410,387,611
ENSG00000188610,0,0,1,0,0,6
ENSG00000188611,2,0,4,2,0,0
ENSG00000188612,780,607,785,421,540,748
ENSG00000188620,0,2,0,1,0,0
ENSG00000188626,16,7,8,7,11,2
ENSG00000188636,1,0,2,1,0,3
ENSG00000188641,10172,7224,9434,3135,3874,484
ENSG00000188647,1748,1105,1623,774,1200,461
ENSG00000188649,4,2,15,2,10,10
ENSG00000188659,4,9,24,6,5,29
ENSG00000188662,0,0,0,0,0,1
ENSG00000188672,30,30,61,17,14,12
ENSG00000188676,4,2,7,2,5,1
ENSG00000188677,231,117,286,175,571,476
ENSG00000188681,64,85,79,48,98,18
ENSG00000188690,173,133,487,197,311,256
ENSG00000188693,12,16,14,8,9,6
ENSG00000188706,36,24,45,126,651,104
ENSG00000188716,0,0,0,0,3,3
ENSG00000188725,33,28,40,20,34,46
ENSG00000188729,1,0,2,0,1,0
ENSG00000188730,0,0,0,0,1,1
ENSG00000188732,29,31,56,20,54,36
ENSG00000188735,74,73,112,50,386,673
ENSG00000188738,7,3,1,1,8,0
ENSG00000188739,3354,2655,4147,1938,2341,1921
ENSG00000188747,77,55,82,29,15,22
ENSG00000188755,0,0,1,0,0,0
ENSG00000188760,0,0,4,0,1,10
ENSG00000188761,26,6,24,17,19,8
ENSG00000188766,17,13,10,3,3,8
ENSG00000188779,30,19,22,3,4,3
ENSG00000188782,1,0,0,0,0,0
ENSG00000188785,443,319,698,499,487,63
ENSG00000188786,602,484,827,490,670,350
ENSG00000188800,2,1,5,3,8,1
ENSG00000188803,1,3,1,0,3,3
ENSG00000188807,112,98,117,54,162,217
ENSG00000188811,22,22,76,37,44,42
ENSG00000188816,0,0,0,1,0,0
ENSG00000188817,0,0,0,2,0,0
ENSG00000188818,56,49,343,151,154,61
ENSG00000188820,0,1,1,0,2,0
ENSG00000188822,18,11,15,4,6,5
ENSG00000188825,31,18,67,40,32,10
ENSG00000188827,58,40,109,67,55,66
ENSG00000188833,0,0,0,1,0,0
ENSG00000188846,249,177,307,209,412,262
ENSG00000188848,5,7,4,1,5,3
ENSG00000188850,0,0,0,1,8,1
ENSG00000188859,17,16,30,2,14,100
ENSG00000188868,285,196,371,122,110,21
ENSG00000188869,0,1,0,0,0,0
ENSG00000188877,4,2,4,0,1,0
ENSG00000188878,64,61,125,64,53,61
ENSG00000188883,2,0,0,0,1,12
ENSG00000188886,210,153,660,239,390,29
ENSG00000188895,147,87,127,89,81,77
ENSG00000188897,824,652,1276,285,188,90
ENSG00000188906,3,3,5,2,6,1
ENSG00000188910,1,0,0,0,0,0
ENSG00000188917,434,309,724,325,377,192
ENSG00000188921,270,163,336,120,83,42
ENSG00000188931,1,1,3,0,0,0
ENSG00000188933,64,52,108,32,41,41
ENSG00000188937,8,1,8,4,6,0
ENSG00000188938,126,114,197,101,96,45
ENSG00000188958,1,0,5,0,2,0
ENSG00000188959,0,1,0,1,1,0
ENSG00000188976,244,187,356,253,589,345
ENSG00000188981,53,40,82,28,30,25
ENSG00000188984,1,0,2,0,0,1
ENSG00000188986,108,71,248,169,287,213
ENSG00000188991,0,0,0,0,1,0
ENSG00000188992,0,2,0,1,1,1
ENSG00000188993,4,7,9,8,5,9
ENSG00000188994,9807,6889,8967,2214,3136,1641
ENSG00000188997,112,88,594,312,259,83
ENSG00000189002,0,0,0,0,1,1
ENSG00000189007,262,176,399,231,635,618
ENSG00000189013,1,0,2,2,0,0
ENSG00000189014,3,6,6,4,7,4
ENSG00000189042,341,261,521,309,456,130
ENSG00000189043,362,259,241,99,110,148
ENSG00000189045,10,3,38,27,35,21
ENSG00000189046,7,7,17,16,36,41
ENSG00000189050,199,135,190,101,165,181
ENSG00000189051,3,2,9,0,0,0
ENSG00000189056,3,1,10,1,3,0
ENSG00000189057,16,19,23,7,1,70
ENSG00000189058,1,0,0,0,0,0
ENSG00000189067,2796,2112,4044,916,688,524
ENSG00000189068,0,1,1,2,1,0
ENSG00000189077,27,36,63,29,25,30
ENSG00000189079,6945,4832,7922,2825,3420,1330
ENSG00000189090,0,0,0,0,0,1
ENSG00000189091,2030,1477,2966,1623,2984,1558
ENSG00000189108,7,9,17,5,3,1
ENSG00000189114,35,30,40,35,27,29
ENSG00000189120,4,2,0,3,1,0
ENSG00000189129,1,0,2,0,0,0
ENSG00000189136,516,339,417,181,150,61
ENSG00000189143,6,10,4,0,0,2
ENSG00000189144,212,150,426,180,385,336
ENSG00000189149,0,1,1,0,2,26
ENSG00000189152,38,19,52,40,33,5
ENSG00000189157,16,14,30,1,3,0
ENSG00000189159,190,126,196,63,85,156
ENSG00000189164,205,180,213,64,96,66
ENSG00000189166,2,0,0,0,0,0
ENSG00000189167,15,7,6,6,3,0
ENSG00000189171,47,26,81,29,26,32
ENSG00000189180,1873,1313,3297,1124,1359,482
ENSG00000189184,0,1,2,0,1,0
ENSG00000189186,1,0,2,3,1,0
ENSG00000189190,178,122,224,118,140,85
ENSG00000189195,46,28,111,110,105,23
ENSG00000189212,0,1,5,0,1,3
ENSG00000189221,0,2,3,0,3,12
ENSG00000189223,53,58,97,36,89,133
ENSG00000189227,110,86,104,62,70,62
ENSG00000189229,7,4,17,7,13,3
ENSG00000189233,120,98,91,24,16,9
ENSG00000189238,0,0,0,0,1,0
ENSG00000189266,218,131,311,152,106,97
ENSG00000189269,18,14,38,16,27,22
ENSG00000189275,1,0,0,0,0,0
ENSG00000189283,10309,7640,12300,5555,9863,2435
ENSG00000189295,0,0,3,0,0,0
ENSG00000189298,26,20,94,79,57,78
ENSG00000189306,339,330,316,197,365,200
ENSG00000189308,815,594,1338,415,324,475
ENSG00000189319,3087,2186,3934,1938,2461,829
ENSG00000189320,2,0,0,0,0,0
ENSG00000189325,0,3,7,1,1,0
ENSG00000189337,453,309,518,129,172,89
ENSG00000189339,292,222,608,251,262,164
ENSG00000189350,118,103,142,36,29,44
ENSG00000189362,403,287,345,213,423,120
ENSG00000189366,2,0,2,0,0,0
ENSG00000189367,21,10,33,25,34,12
ENSG00000189376,814,534,1031,501,769,492
ENSG00000189377,0,0,1,0,0,0
ENSG00000189403,763,525,998,400,459,369
ENSG00000189409,0,0,1,0,0,0
ENSG00000189410,0,5,3,7,22,20
ENSG00000189419,5,4,0,2,0,4
ENSG00000189420,1,3,2,0,0,2
ENSG00000189423,2,0,1,0,2,1
ENSG00000189430,3,1,12,4,4,6
ENSG00000196072,469,353,465,239,268,159
ENSG00000196074,61,45,71,42,30,71
ENSG00000196081,305,222,280,66,55,258
ENSG00000196083,774,560,1652,557,981,510
ENSG00000196090,4,11,12,3,2,0
ENSG00000196091,4,1,0,2,0,0
ENSG00000196092,16,9,17,10,11,7
ENSG00000196096,12,2,12,1,2,0
ENSG00000196104,10,6,5,2,2,1
ENSG00000196109,1,0,0,0,0,0
ENSG00000196110,143,78,219,110,83,26
ENSG00000196115,0,0,1,0,0,0
ENSG00000196116,408,335,1504,816,877,86
ENSG00000196118,2,3,14,4,0,2
ENSG00000196123,5,4,24,9,8,18
ENSG00000196126,84,51,54,27,27,22
ENSG00000196132,2,0,2,1,3,1
ENSG00000196139,29,16,34,36,13,5
ENSG00000196141,100,68,180,129,522,187
ENSG00000196150,525,401,708,151,138,88
ENSG00000196151,273,176,345,104,137,98
ENSG00000196152,109,89,435,211,348,229
ENSG00000196154,12,1,30,11,2,12
ENSG00000196155,36,21,30,10,38,45
ENSG00000196159,1,0,2,1,0,0
ENSG00000196166,0,1,0,0,1,0
ENSG00000196167,0,0,0,1,0,0
ENSG00000196169,20,15,24,0,7,1
ENSG00000196172,35,30,81,54,42,91
ENSG00000196177,486,382,654,184,180,201
ENSG00000196182,837,581,2009,1134,1335,418
ENSG00000196187,1550,1136,2389,1204,783,223
ENSG00000196188,0,0,0,0,1,0
ENSG00000196189,112,83,236,71,41,84
ENSG00000196199,1344,881,1777,668,726,330
ENSG00000196204,1571,1106,2085,767,699,845
ENSG00000196208,31,19,22,45,38,26
ENSG00000196214,712,596,748,347,454,210
ENSG00000196218,16,6,33,61,169,431
ENSG00000196220,129,96,188,61,69,125
ENSG00000196227,50,21,52,19,15,27
ENSG00000196230,27,18,110,47,54,304
ENSG00000196233,4413,3129,6894,2480,2797,967
ENSG00000196235,1883,1350,1748,708,870,458
ENSG00000196236,526,381,608,255,288,304
ENSG00000196247,2000,1795,2765,914,830,826
ENSG00000196260,7,3,12,2,2,5
ENSG00000196262,676,536,1061,643,911,539
ENSG00000196263,5,7,31,28,18,7
ENSG00000196267,437,357,633,281,227,89
ENSG00000196268,650,475,842,361,403,214
ENSG00000196275,230,168,263,55,73,13
ENSG00000196277,5,2,5,0,0,0
ENSG00000196284,1941,1336,3300,2323,9069,3756
ENSG00000196290,82,85,148,82,78,192
ENSG00000196295,911,703,1128,541,693,424
ENSG00000196296,17,18,21,0,2,20
ENSG00000196301,2,1,3,1,2,0
ENSG00000196302,13,3,14,5,6,8
ENSG00000196305,2148,1502,2761,3585,12814,2599
ENSG00000196312,1783,1313,1927,758,1399,787
ENSG00000196313,2548,1933,2698,1565,3252,1151
ENSG00000196323,1579,1079,2696,717,1798,488
ENSG00000196329,1481,1219,2877,2524,1471,875
ENSG00000196335,14,3,20,5,18,9
ENSG00000196338,286,220,264,87,87,19
ENSG00000196345,11,7,15,8,7,38
ENSG00000196350,0,0,2,0,1,0
ENSG00000196352,10749,7623,17676,4848,3323,630
ENSG00000196353,6,3,12,3,9,1
ENSG00000196357,296,216,342,170,386,64
ENSG00000196358,34,9,102,66,166,17
ENSG00000196361,17,8,5,2,1,0
ENSG00000196363,193,157,430,437,904,463
ENSG00000196365,1345,1001,1434,651,1574,862
ENSG00000196367,3817,2306,3785,2508,3330,1627
ENSG00000196368,0,1,2,0,2,3
ENSG00000196369,67,47,109,64,71,104
ENSG00000196371,19,14,27,38,17,47
ENSG00000196372,10,12,26,11,23,67
ENSG00000196376,16,17,20,28,82,68
ENSG00000196378,44,42,66,29,53,43
ENSG00000196387,330,249,1194,665,931,193
ENSG00000196388,4,5,9,2,4,2
ENSG00000196391,1,1,4,5,0,5
ENSG00000196396,6616,4994,8976,4070,5264,1517
ENSG00000196405,5616,4050,14880,7044,6694,2322
ENSG00000196407,1,5,1,0,0,0
ENSG00000196408,1,1,7,1,1,1
ENSG00000196411,8,3,6,2,2,15
ENSG00000196415,2,0,0,0,0,0
ENSG00000196417,208,131,225,99,143,140
ENSG00000196418,643,461,880,342,643,372
ENSG00000196419,2689,2000,2401,1156,1669,920
ENSG00000196420,2,5,5,5,2,1
ENSG00000196421,11,5,2,0,3,1
ENSG00000196422,0,1,0,0,0,3
ENSG00000196428,2626,1833,12183,6586,6432,664
ENSG00000196431,0,0,0,0,0,1
ENSG00000196436,7,7,11,5,16,3
ENSG00000196437,433,329,863,329,292,120
ENSG00000196440,169,129,247,85,153,235
ENSG00000196449,178,109,173,144,300,134
ENSG00000196453,388,296,507,209,382,205
ENSG00000196455,1267,890,1231,430,616,387
ENSG00000196456,128,77,268,145,144,96
ENSG00000196458,66,37,119,91,129,163
ENSG00000196459,444,313,484,206,240,155
ENSG00000196460,17,12,38,13,12,0
ENSG00000196465,13,5,7,7,2,18
ENSG00000196470,2332,1650,1171,404,774,319
ENSG00000196476,14,1,7,2,7,32
ENSG00000196482,3,3,2,3,1,0
ENSG00000196497,495,385,758,775,2527,4286
ENSG00000196498,2717,1998,3909,2853,7345,2591
ENSG00000196502,72,39,42,14,10,92
ENSG00000196503,13,3,21,13,21,10
ENSG00000196504,3765,2509,3604,1631,2930,1037
ENSG00000196505,657,514,1387,604,896,345
ENSG00000196507,11,11,23,9,2,1
ENSG00000196510,398,321,850,617,1365,892
ENSG00000196511,1312,889,1188,518,874,608
ENSG00000196517,5,5,11,46,559,217
ENSG00000196526,1336,900,3186,2177,3510,900
ENSG00000196531,604,518,835,627,980,769
ENSG00000196535,1188,944,1194,548,461,580
ENSG00000196542,0,0,5,0,3,0
ENSG00000196547,206,177,209,89,144,237
ENSG00000196549,10,20,17,8,7,1
ENSG00000196550,0,1,0,0,1,4
ENSG00000196557,27,4,9,7,37,16
ENSG00000196562,26,29,40,18,15,6
ENSG00000196565,84,89,94,62,76,10
ENSG00000196566,1,0,1,0,0,0
ENSG00000196569,19,17,261,346,459,54
ENSG00000196576,6,5,18,3,3,7
ENSG00000196581,100,65,200,92,41,14
ENSG00000196584,14,8,27,10,4,331
ENSG00000196586,231,159,265,93,107,19
ENSG00000196588,5787,4188,8646,3599,4264,1351
ENSG00000196591,590,400,468,287,710,330
ENSG00000196597,579,436,942,333,559,224
ENSG00000196600,0,0,4,0,0,1
ENSG00000196604,0,0,1,0,0,0
ENSG00000196605,148,111,223,116,118,63
ENSG00000196611,0,0,0,0,1,0
ENSG00000196628,198,109,241,163,203,19
ENSG00000196632,10,11,37,18,23,21
ENSG00000196634,0,0,1,0,0,0
ENSG00000196636,248,121,302,108,324,348
ENSG00000196639,0,4,9,7,30,10
ENSG00000196642,326,308,486,189,287,473
ENSG00000196646,1492,1133,1353,592,1018,260
ENSG00000196652,256,191,302,120,164,95
ENSG00000196653,14,11,53,20,62,53
ENSG00000196655,72,75,143,41,39,38
ENSG00000196660,5,7,3,2,11,1
ENSG00000196663,107,84,296,216,436,242
ENSG00000196664,2,0,1,0,1,0
ENSG00000196666,6,0,1,0,1,0
ENSG00000196668,2,2,6,0,1,0
ENSG00000196670,107,72,286,212,343,217
ENSG00000196678,40,33,245,242,235,194
ENSG00000196683,184,134,338,160,184,181
ENSG00000196684,226,210,266,92,387,57
ENSG00000196689,56,49,54,20,41,76
ENSG00000196693,543,436,1127,471,447,208
ENSG00000196696,2018,1601,2883,958,1019,299
ENSG00000196700,196,137,194,65,67,151
ENSG00000196704,168,86,189,116,156,51
ENSG00000196705,1197,781,1120,469,596,293
ENSG00000196711,1,0,0,0,0,0
ENSG00000196712,1659,1110,2052,862,1017,852
ENSG00000196715,228,177,1053,821,1834,824
ENSG00000196724,44,31,77,29,54,37
ENSG00000196730,83,63,167,135,186,84
ENSG00000196735,6,5,5,5,13,4
ENSG00000196739,13,9,32,24,122,237
ENSG00000196743,73,90,785,703,384,125
ENSG00000196754,1,0,1,2,4,2
ENSG00000196756,987,729,1043,911,1826,1354
ENSG00000196757,574,386,627,325,371,375
ENSG00000196776,3924,2577,4727,2141,4243,1276
ENSG00000196781,37,39,108,45,56,5
ENSG00000196782,605,428,2338,2416,9954,340
ENSG00000196792,2520,1756,4528,2176,2959,1092
ENSG00000196793,5,8,14,82,323,254
ENSG00000196796,7,12,9,3,10,0
ENSG00000196810,48,41,66,33,52,65
ENSG00000196811,0,0,1,0,0,0
ENSG00000196812,183,159,319,85,47,37
ENSG00000196814,530,366,752,339,319,184
ENSG00000196821,2157,1623,2834,1305,1241,607
ENSG00000196839,250,176,429,250,154,93
ENSG00000196843,5039,3985,7714,2843,3547,1002
ENSG00000196850,2351,1627,3761,2425,4190,723
ENSG00000196860,35,13,11,5,1,0
ENSG00000196862,29,20,25,7,10,0
ENSG00000196865,170,122,369,199,337,255
ENSG00000196867,15,17,49,32,32,22
ENSG00000196872,27,17,56,20,12,1
ENSG00000196873,44,26,88,72,132,60
ENSG00000196876,14,5,34,60,123,47
ENSG00000196878,2,7,7,1,3,4
ENSG00000196893,0,2,0,1,0,0
ENSG00000196900,2,1,3,0,4,4
ENSG00000196911,1775,1165,2318,924,1092,418
ENSG00000196912,723,450,895,307,248,214
ENSG00000196914,75,61,199,132,353,378
ENSG00000196922,21,16,111,71,87,73
ENSG00000196923,9,18,38,18,18,47
ENSG00000196924,1953,1474,3061,1186,1205,1080
ENSG00000196935,9,0,31,6,27,22
ENSG00000196937,1370,962,943,474,857,519
ENSG00000196943,228,161,162,101,230,179
ENSG00000196946,25,26,21,10,14,9
ENSG00000196950,776,504,965,427,851,393
ENSG00000196951,14,9,30,9,12,41
ENSG00000196954,346,258,420,149,366,107
ENSG00000196961,264,229,568,341,326,231
ENSG00000196968,76,56,165,135,94,243
ENSG00000196972,0,1,0,0,0,0
ENSG00000196975,108,69,165,120,160,187
ENSG00000196976,1,1,1,0,3,2
ENSG00000196993,7,6,4,2,7,5
ENSG00000196998,113,61,134,65,101,169
ENSG00000197006,949,663,1036,488,789,360
ENSG00000197008,328,181,402,231,217,350
ENSG00000197013,141,86,371,183,183,187
ENSG00000197016,6,11,45,29,39,26
ENSG00000197019,79,57,316,224,207,31
ENSG00000197020,580,462,614,185,169,267
ENSG00000197021,323,252,363,137,112,58
ENSG00000197024,410,310,578,279,521,331
ENSG00000197037,340,233,379,183,245,207
ENSG00000197043,1047,774,1342,943,610,1087
ENSG00000197044,112,84,94,25,27,47
ENSG00000197045,278,156,256,167,225,93
ENSG00000197050,794,565,1059,546,939,253
ENSG00000197054,5,4,8,11,14,1
ENSG00000197056,96,95,343,243,329,62
ENSG00000197057,68,58,256,86,109,5
ENSG00000197062,211,169,234,102,84,86
ENSG00000197063,76,61,111,78,130,148
ENSG00000197070,127,85,182,125,155,179
ENSG00000197077,91,82,553,362,388,305
ENSG00000197081,4488,3208,5407,2021,2374,1344
ENSG00000197083,1,1,8,1,1,0
ENSG00000197085,5,5,8,2,3,0
ENSG00000197093,50,21,52,29,21,8
ENSG00000197099,15,9,12,6,15,143
ENSG00000197102,3783,2690,3901,1137,1103,776
ENSG00000197106,0,0,0,0,1,0
ENSG00000197110,0,0,0,0,0,1
ENSG00000197111,14241,11352,12691,8085,7858,10457
ENSG00000197114,372,305,717,460,758,411
ENSG00000197119,114,102,107,37,39,38
ENSG00000197121,948,783,3384,1180,1821,405
ENSG00000197122,28,29,57,24,71,63
ENSG00000197123,2,2,2,1,0,0
ENSG00000197124,1021,765,1065,280,372,225
ENSG00000197128,40,29,111,55,47,28
ENSG00000197134,229,148,416,128,98,206
ENSG00000197136,609,443,884,439,490,446
ENSG00000197140,7,5,6,2,2,2
ENSG00000197142,302,221,604,356,1141,425
ENSG00000197147,6738,4795,10535,9467,31548,3069
ENSG00000197150,130,127,248,119,106,180
ENSG00000197157,6202,4478,8586,6178,22595,8157
ENSG00000197161,1,2,0,0,3,0
ENSG00000197162,16,8,56,30,49,78
ENSG00000197165,7,4,6,1,1,2
ENSG00000197168,1,4,4,2,4,5
ENSG00000197170,2503,1834,1659,620,1079,631
ENSG00000197176,2,3,0,2,2,0
ENSG00000197180,1,0,1,1,3,0
ENSG00000197181,127,88,105,29,81,19
ENSG00000197182,163,129,323,195,172,230
ENSG00000197183,1013,727,1690,1432,1194,540
ENSG00000197191,1,0,0,0,1,0
ENSG00000197208,9,12,124,92,145,125
ENSG00000197213,0,0,0,1,1,0
ENSG00000197217,3370,2509,2747,966,828,411
ENSG00000197223,656,493,616,279,412,205
ENSG00000197226,145,114,278,186,236,510
ENSG00000197241,1,0,1,0,0,0
ENSG00000197249,0,1,1,0,2,0
ENSG00000197251,2,1,3,3,0,0
ENSG00000197254,5,1,0,1,0,0
ENSG00000197256,1,0,12,0,1,1
ENSG00000197261,0,0,0,1,0,0
ENSG00000197265,1647,1144,1699,802,1195,622
ENSG00000197272,4,0,0,2,0,0
ENSG00000197273,0,0,2,0,0,0
ENSG00000197275,110,103,187,103,53,657
ENSG00000197279,106,118,501,279,218,17
ENSG00000197283,551,450,769,386,414,297
ENSG00000197291,1,0,0,0,0,0
ENSG00000197296,12,7,30,19,20,31
ENSG00000197299,116,79,177,68,164,606
ENSG00000197301,3,5,5,3,0,1
ENSG00000197302,1211,847,1181,377,966,254
ENSG00000197308,0,1,0,0,0,0
ENSG00000197312,998,769,1913,1144,1508,1298
ENSG00000197321,1350,1000,3466,2958,6776,601
ENSG00000197323,3235,2298,4188,1652,2355,1002
ENSG00000197324,46,36,75,26,29,23
ENSG00000197329,11774,8094,10812,5025,7851,508
ENSG00000197332,16,5,5,2,1,0
ENSG00000197343,1198,833,1816,989,1264,502
ENSG00000197345,373,285,284,133,216,135
ENSG00000197355,1,2,13,1,3,5
ENSG00000197360,4,1,8,0,4,2
ENSG00000197361,9,12,23,6,9,2
ENSG00000197362,144,102,318,144,136,100
ENSG00000197363,55,56,68,33,46,33
ENSG00000197372,625,517,1034,405,444,329
ENSG00000197375,52,41,80,31,71,61
ENSG00000197380,1,2,3,4,14,7
ENSG00000197381,1710,1261,3685,1942,5468,1749
ENSG00000197385,0,0,0,0,0,9
ENSG00000197386,5058,3417,3982,1131,928,1065
ENSG00000197405,28,31,68,20,50,54
ENSG00000197408,1,1,0,0,0,0
ENSG00000197410,6,4,3,9,0,0
ENSG00000197415,2,1,3,0,2,0
ENSG00000197417,75,80,128,68,74,322
ENSG00000197421,1,0,0,0,0,0
ENSG00000197429,179,130,277,134,135,159
ENSG00000197442,2539,1925,3790,1440,1566,641
ENSG00000197444,0,1,1,0,0,0
ENSG00000197445,0,0,0,0,0,1
ENSG00000197446,20,15,11,1,0,0
ENSG00000197448,133,108,271,91,118,169
ENSG00000197451,564,368,453,410,762,560
ENSG00000197457,66,49,119,67,40,36
ENSG00000197461,4,0,15,22,109,67
ENSG00000197462,2,0,0,0,0,0
ENSG00000197465,15,9,20,7,9,12
ENSG00000197467,0,0,0,3,0,0
ENSG00000197471,30,25,28,21,21,33
ENSG00000197483,171,132,52,28,22,24
ENSG00000197487,2,0,0,0,0,0
ENSG00000197496,0,1,0,0,0,1
ENSG00000197497,24,14,51,17,48,83
ENSG00000197498,409,291,612,956,2155,662
ENSG00000197506,1,3,3,2,1,2
ENSG00000197520,15,2,20,13,8,4
ENSG00000197530,35,30,125,77,44,34
ENSG00000197535,1662,1378,2683,1270,1514,684
ENSG00000197536,4612,3490,4677,1747,2555,673
ENSG00000197540,111,73,114,44,31,41
ENSG00000197548,2625,2007,3383,1887,4157,2277
ENSG00000197555,6545,4659,15695,7291,12170,2087
ENSG00000197558,19,22,23,5,0,5
ENSG00000197562,162,122,306,209,341,170
ENSG00000197563,371,231,614,517,900,688
ENSG00000197565,2,1,1,0,0,0
ENSG00000197566,59,38,152,82,91,50
ENSG00000197568,10,14,64,21,32,42
ENSG00000197579,357,253,269,121,148,75
ENSG00000197580,16,35,51,22,25,33
ENSG00000197584,2,1,1,0,0,0
ENSG00000197585,72,56,91,33,67,5
ENSG00000197586,223,151,465,342,377,244
ENSG00000197587,0,0,0,1,0,0
ENSG00000197594,0,1,30,8,13,7
ENSG00000197595,1,1,3,0,0,0
ENSG00000197599,22,10,28,13,27,10
ENSG00000197601,4186,2680,2710,895,1437,889
ENSG00000197603,227,153,305,162,129,149
ENSG00000197608,631,520,693,346,667,187
ENSG00000197614,1,1,6,1,1,2
ENSG00000197619,166,119,270,129,96,34
ENSG00000197620,151,93,120,38,25,16
ENSG00000197622,1142,849,1539,677,501,296
ENSG00000197627,3,0,1,1,0,0
ENSG00000197632,11,8,5,6,11,2
ENSG00000197635,629,446,1967,808,898,161
ENSG00000197644,0,1,0,0,0,0
ENSG00000197646,10,7,25,11,26,17
ENSG00000197647,33,21,22,5,8,7
ENSG00000197653,14,6,26,9,29,21
ENSG00000197658,0,2,2,1,1,2
ENSG00000197670,0,1,1,0,0,0
ENSG00000197694,3244,2310,4014,1375,1093,561
ENSG00000197696,14,11,46,28,26,10
ENSG00000197702,15,12,15,2,2,1
ENSG00000197705,2,3,5,1,8,0
ENSG00000197712,3,2,4,4,1,3
ENSG00000197713,960,753,1400,686,1216,601
ENSG00000197714,536,345,457,320,552,146
ENSG00000197721,5,2,5,0,0,0
ENSG00000197724,1157,798,1675,842,912,511
ENSG00000197728,49,30,73,32,42,31
ENSG00000197734,103,76,143,36,16,5
ENSG00000197745,0,0,1,0,0,0
ENSG00000197746,803,560,985,423,514,247
ENSG00000197747,405,347,1364,478,227,61
ENSG00000197748,14,8,28,13,4,1
ENSG00000197753,0,1,0,2,1,0
ENSG00000197756,374,250,249,109,267,294
ENSG00000197757,1,0,2,1,0,2
ENSG00000197763,21,9,29,21,76,81
ENSG00000197766,1,0,0,0,0,0
ENSG00000197768,2,0,0,0,0,0
ENSG00000197769,0,0,1,0,2,0
ENSG00000197771,906,674,1383,874,1445,837
ENSG00000197774,31,21,43,39,42,58
ENSG00000197776,116,126,313,181,206,50
ENSG00000197779,94,73,286,212,341,286
ENSG00000197780,286,229,331,183,296,190
ENSG00000197782,437,290,459,197,205,152
ENSG00000197785,32,23,131,236,704,484
ENSG00000197798,46,32,258,114,281,208
ENSG00000197808,404,293,459,162,188,74
ENSG00000197813,44,44,87,31,49,20
ENSG00000197816,86,63,138,59,57,49
ENSG00000197818,3450,2497,3890,1814,3433,554
ENSG00000197822,3,1,1,0,0,0
ENSG00000197826,27,30,28,13,7,1
ENSG00000197837,83,54,112,51,50,17
ENSG00000197838,1,0,0,0,0,0
ENSG00000197841,47,40,118,92,70,24
ENSG00000197847,9,3,24,8,9,19
ENSG00000197852,28,14,55,19,21,14
ENSG00000197857,1671,1147,2326,1130,913,288
ENSG00000197858,4,7,31,18,23,24
ENSG00000197859,18,28,65,34,40,7
ENSG00000197860,5212,3614,2912,666,459,130
ENSG00000197863,287,228,360,154,241,118
ENSG00000197872,194,138,229,69,76,24
ENSG00000197879,171,117,382,256,160,67
ENSG00000197880,196,165,167,81,62,6
ENSG00000197885,210,165,183,64,99,69
ENSG00000197888,0,0,1,0,0,1
ENSG00000197889,12,3,20,4,4,6
ENSG00000197892,2271,1542,3160,1044,961,555
ENSG00000197893,1,0,2,2,0,0
