ENSG,ET01,ET201,ET1H1,ET2H1,ET4H1,ET24H1
ENSG00000204347,0,0,2,0,0,0
ENSG00000204348,538,214,287,284,268,299
ENSG00000204351,768,368,523,616,668,2302
ENSG00000204352,1,1,0,0,1,0
ENSG00000204356,1245,350,457,727,1333,2802
ENSG00000204366,6,2,4,4,2,42
ENSG00000204370,274,91,85,109,165,959
ENSG00000204371,617,222,236,198,202,1121
ENSG00000204380,0,0,0,0,0,0
ENSG00000204381,23,7,23,46,29,32
ENSG00000204385,5,0,0,0,0,0
ENSG00000204386,539,345,1383,1882,935,677
ENSG00000204387,3870,953,972,739,854,1021
ENSG00000204388,711,591,1689,940,265,259
ENSG00000204389,231,180,743,832,387,179
ENSG00000204390,53,34,25,28,13,26
ENSG00000204392,346,55,64,55,107,1741
ENSG00000204393,1,0,0,0,0,0
ENSG00000204394,630,233,279,501,1037,4657
ENSG00000204396,44,13,12,11,19,16
ENSG00000204397,288,80,68,51,45,20
ENSG00000204398,0,1,0,0,0,0
ENSG00000204403,0,0,0,2,0,0
ENSG00000204406,1673,590,428,255,186,483
ENSG00000204410,20,5,7,10,14,183
ENSG00000204420,238,45,29,14,5,0
ENSG00000204421,1,0,1,0,1,0
ENSG00000204424,12,5,0,0,0,0
ENSG00000204427,90,53,72,43,42,52
ENSG00000204428,40,4,4,15,10,59
ENSG00000204434,0,0,0,0,0,1
ENSG00000204435,415,125,143,184,283,827
ENSG00000204438,311,141,106,79,83,479
ENSG00000204439,261,84,90,114,118,222
ENSG00000204444,81,11,18,28,6,27
ENSG00000204463,3218,974,1327,1647,2645,9001
ENSG00000204469,5029,1681,2535,3119,5376,9869
ENSG00000204472,996,168,116,98,68,216
ENSG00000204475,159,19,24,9,5,47
ENSG00000204479,0,0,0,1,0,0
ENSG00000204482,1029,186,216,105,60,125
ENSG00000204498,143,33,47,53,40,110
ENSG00000204514,252,107,224,253,509,480
ENSG00000204516,384,81,89,50,33,276
ENSG00000204519,225,96,167,227,327,253
ENSG00000204520,190,41,52,47,31,143
ENSG00000204524,665,242,328,302,256,200
ENSG00000204525,41965,12025,12505,14726,18824,22908
ENSG00000204528,1,0,0,1,0,1
ENSG00000204531,0,0,0,0,0,0
ENSG00000204536,175,57,102,62,52,371
ENSG00000204556,3,7,0,0,0,4
ENSG00000204560,271,148,209,373,440,1446
ENSG00000204564,438,148,171,174,133,556
ENSG00000204568,399,70,122,168,290,1605
ENSG00000204569,1848,773,1249,2618,2896,2606
ENSG00000204572,0,0,0,0,0,3
ENSG00000204574,1218,694,1752,3098,4481,7163
ENSG00000204576,251,120,110,152,151,1022
ENSG00000204577,260,44,54,61,62,72
ENSG00000204580,89,38,23,99,81,342
ENSG00000204581,1,0,0,2,0,0
ENSG00000204583,0,0,2,0,0,0
ENSG00000204584,54,39,35,29,27,38
ENSG00000204588,0,1,0,0,2,12
ENSG00000204590,1624,800,1008,1287,1505,2762
ENSG00000204592,40814,10022,9182,10029,19156,15899
ENSG00000204599,362,161,306,263,171,307
ENSG00000204604,144,59,113,144,205,256
ENSG00000204611,29,17,24,35,39,136
ENSG00000204613,1,0,0,0,0,2
ENSG00000204614,0,0,1,0,0,0
ENSG00000204616,0,0,3,0,1,0
ENSG00000204618,6,0,2,3,0,3
ENSG00000204619,512,130,234,468,631,1270
ENSG00000204620,25,4,6,11,3,3
ENSG00000204622,131,54,52,62,112,63
ENSG00000204623,189,57,76,153,102,170
ENSG00000204624,15,4,7,9,8,14
ENSG00000204625,0,0,0,0,0,1
ENSG00000204628,94841,21396,19507,19998,22836,56538
ENSG00000204632,102,49,44,40,96,71
ENSG00000204634,62,20,34,54,26,47
ENSG00000204642,3662,1079,1690,2811,3538,3886
ENSG00000204644,30,18,7,5,12,121
ENSG00000204650,118,27,50,47,103,304
ENSG00000204652,0,0,1,1,1,0
ENSG00000204653,4,1,0,1,3,0
ENSG00000204655,0,0,0,0,0,0
ENSG00000204657,0,0,0,0,0,0
ENSG00000204659,3,2,0,1,1,3
ENSG00000204666,5,5,2,0,0,1
ENSG00000204671,0,0,0,7,39,26
ENSG00000204673,255,73,83,69,120,486
ENSG00000204677,49,33,25,9,10,20
ENSG00000204681,1638,585,485,272,221,265
ENSG00000204683,0,0,1,1,1,0
ENSG00000204684,0,0,0,0,0,0
ENSG00000204685,36,10,36,21,33,41
ENSG00000204687,0,0,0,0,0,0
ENSG00000204701,0,1,0,0,0,0
ENSG00000204706,1,1,0,0,0,11
ENSG00000204709,1,0,0,0,0,1
ENSG00000204710,5,0,0,0,0,0
ENSG00000204713,424,95,145,322,856,1796
ENSG00000204740,8,0,1,0,0,0
ENSG00000204745,14,12,13,18,15,105
ENSG00000204758,4,4,1,0,2,3
ENSG00000204764,2,1,0,0,0,0
ENSG00000204767,0,0,0,4,1,0
ENSG00000204778,0,0,0,5,2,3
ENSG00000204779,0,0,0,0,0,2
ENSG00000204789,65,17,15,8,4,10
ENSG00000204791,0,0,0,0,0,0
ENSG00000204792,1,0,9,1,1,2
ENSG00000204802,0,0,0,0,0,2
ENSG00000204815,21,11,47,40,4,13
ENSG00000204822,34,8,18,11,21,93
ENSG00000204837,0,0,0,0,2,0
ENSG00000204839,65,11,14,13,22,92
ENSG00000204842,872,266,230,660,1054,2011
ENSG00000204843,1629,546,541,560,818,2120
ENSG00000204850,3,0,3,0,0,2
ENSG00000204851,2,1,2,4,2,3
ENSG00000204852,115,28,22,9,9,82
ENSG00000204856,98,54,25,37,88,678
ENSG00000204859,253,77,158,229,234,249
ENSG00000204860,11,7,6,7,18,5
ENSG00000204872,0,0,0,0,0,0
ENSG00000204894,0,0,0,1,0,1
ENSG00000204899,231,45,33,25,51,396
ENSG00000204909,0,0,1,0,0,0
ENSG00000204913,3,1,0,1,0,0
ENSG00000204920,82,23,36,69,70,107
ENSG00000204922,45,14,18,6,29,48
ENSG00000204923,30,16,14,58,47,69
ENSG00000204934,27,11,11,4,9,39
ENSG00000204936,4,1,0,0,6,0
ENSG00000204946,292,145,139,215,494,405
ENSG00000204947,8,0,8,11,5,13
ENSG00000204949,3,3,1,0,0,1
ENSG00000204952,2,3,1,0,0,1
ENSG00000204954,125,29,48,41,56,390
ENSG00000204956,2,0,0,0,0,1
ENSG00000204959,7,3,2,5,1,16
ENSG00000204967,0,0,0,0,0,2
ENSG00000204977,377,182,194,147,127,415
ENSG00000204978,0,3,2,0,0,0
ENSG00000204983,4,0,0,0,2,0
ENSG00000204991,0,4,3,1,4,37
ENSG00000205015,0,2,0,1,0,0
ENSG00000205018,1,0,0,1,0,0
ENSG00000205022,1,4,0,1,0,0
ENSG00000205037,0,0,0,1,0,0
ENSG00000205038,43,11,2,0,0,0
ENSG00000205041,51,28,24,22,25,30
ENSG00000205045,691,217,215,198,212,320
ENSG00000205056,0,0,1,2,1,0
ENSG00000205057,0,0,0,0,0,1
ENSG00000205060,195,71,48,52,64,924
ENSG00000205078,60,10,10,17,2,7
ENSG00000205084,21,8,18,31,27,25
ENSG00000205085,0,4,0,2,4,10
ENSG00000205089,26,28,42,86,214,103
ENSG00000205090,0,0,0,0,0,1
ENSG00000205097,0,0,0,0,0,1
ENSG00000205100,0,0,0,0,2,0
ENSG00000205106,1,0,0,0,0,0
ENSG00000205111,9,1,0,0,3,4
ENSG00000205126,0,1,0,0,0,0
ENSG00000205129,26,7,5,0,1,8
ENSG00000205133,69,13,1,6,5,74
ENSG00000205138,53,15,16,28,39,145
ENSG00000205143,4,0,0,1,0,3
ENSG00000205155,75,10,13,11,24,156
ENSG00000205177,1,0,0,1,0,0
ENSG00000205181,6,1,1,7,7,12
ENSG00000205184,0,1,0,1,0,0
ENSG00000205189,6406,2566,3233,2286,1642,265
ENSG00000205208,76,29,28,7,13,298
ENSG00000205209,4,1,6,1,2,11
ENSG00000205212,0,0,0,0,0,2
ENSG00000205213,13,6,3,15,2,0
ENSG00000205220,379,161,162,111,176,1042
ENSG00000205231,4,1,3,1,0,0
ENSG00000205236,0,0,0,0,0,0
ENSG00000205238,0,0,2,0,0,0
ENSG00000205240,0,0,0,0,1,0
ENSG00000205250,1189,353,411,755,1321,4421
ENSG00000205268,2983,1132,868,1295,1498,997
ENSG00000205269,242,68,51,30,24,80
ENSG00000205277,5,7,5,16,8,3
ENSG00000205300,0,1,0,0,0,0
ENSG00000205302,1623,497,573,520,359,1391
ENSG00000205307,8,1,3,1,5,1
ENSG00000205309,21,14,9,0,4,21
ENSG00000205323,98,66,73,55,48,89
ENSG00000205336,441,142,69,82,105,23
ENSG00000205339,2049,696,898,1479,2643,10502
ENSG00000205352,1912,463,449,461,510,1794
ENSG00000205356,1503,659,651,381,298,739
ENSG00000205361,0,0,0,0,0,0
ENSG00000205403,2,0,0,0,0,0
ENSG00000205413,848,291,413,482,429,201
ENSG00000205414,1,1,5,1,0,0
ENSG00000205423,837,191,210,237,177,453
ENSG00000205424,0,0,0,3,2,0
ENSG00000205436,0,0,0,0,2,0
ENSG00000205439,2,0,0,0,0,0
ENSG00000205456,4,7,0,4,0,2
ENSG00000205464,6,0,7,8,11,20
ENSG00000205476,227,102,161,134,93,138
ENSG00000205482,2,0,3,2,2,2
ENSG00000205485,92,42,70,86,218,144
ENSG00000205500,1,0,1,3,0,0
ENSG00000205502,1,2,3,6,38,2
ENSG00000205531,4155,1854,2014,2071,2516,8070
ENSG00000205534,66,48,69,73,145,98
ENSG00000205537,1,2,0,0,0,0
ENSG00000205542,28451,5685,4637,5037,5374,7468
ENSG00000205544,130,21,25,18,15,92
ENSG00000205559,2,1,2,3,6,11
ENSG00000205560,7,5,4,8,7,29
ENSG00000205571,96,16,23,81,84,251
ENSG00000205572,9,5,1,14,13,13
ENSG00000205578,7,5,4,3,8,10
ENSG00000205579,0,0,0,0,0,0
ENSG00000205581,3994,1217,1245,836,966,4978
ENSG00000205583,34,5,16,19,23,16
ENSG00000205592,0,0,0,0,0,0
ENSG00000205593,41,18,36,2,13,68
ENSG00000205596,1,0,0,0,0,0
ENSG00000205609,3,0,3,2,4,8
ENSG00000205611,7,0,1,3,0,2
ENSG00000205622,0,0,0,1,0,0
ENSG00000205628,0,0,0,0,1,3
ENSG00000205629,650,176,193,178,300,755
ENSG00000205639,12,1,0,4,2,3
ENSG00000205643,15,1,6,7,26,86
ENSG00000205659,141,57,76,65,43,483
ENSG00000205662,1,0,0,0,2,4
ENSG00000205663,26,7,7,5,20,47
ENSG00000205664,425,132,147,159,295,587
ENSG00000205669,0,0,2,0,0,0
ENSG00000205683,11,9,2,4,6,12
ENSG00000205693,0,3,1,4,2,0
ENSG00000205702,22,14,11,16,24,25
ENSG00000205704,0,0,1,0,0,3
ENSG00000205707,413,130,141,176,85,173
ENSG00000205710,317,131,224,214,134,28
ENSG00000205716,1,0,0,1,3,4
ENSG00000205726,77,28,18,27,42,101
ENSG00000205730,10,2,11,23,55,214
ENSG00000205740,17,5,8,7,14,27
ENSG00000205744,2751,804,712,531,402,1240
ENSG00000205746,45,19,34,15,25,23
ENSG00000205758,400,170,121,166,203,711
ENSG00000205763,10,2,2,0,4,11
ENSG00000205765,417,89,138,235,301,1481
ENSG00000205771,74,12,37,20,23,36
ENSG00000205784,40,24,25,35,11,4
ENSG00000205786,0,0,1,0,1,0
ENSG00000205790,15,6,12,6,3,4
ENSG00000205791,6,2,2,0,0,2
ENSG00000205794,5,9,8,7,6,1
ENSG00000205795,0,0,1,2,0,0
ENSG00000205808,183,58,49,47,27,61
ENSG00000205810,7,0,0,2,0,0
ENSG00000205822,0,0,0,0,0,0
ENSG00000205832,12,2,4,5,5,4
ENSG00000205837,0,6,2,0,0,3
ENSG00000205838,10,0,9,12,3,5
ENSG00000205846,1,0,0,0,0,0
ENSG00000205847,0,0,0,0,0,0
ENSG00000205853,25,8,20,17,26,23
ENSG00000205861,3,0,1,0,2,9
ENSG00000205867,0,0,2,0,1,0
ENSG00000205869,0,3,5,2,0,0
ENSG00000205871,8,5,0,3,0,2
ENSG00000205879,1,0,0,0,0,0
ENSG00000205885,113,85,62,53,37,387
ENSG00000205890,0,0,0,0,0,0
ENSG00000205898,0,0,0,0,0,0
ENSG00000205903,713,250,274,450,672,644
ENSG00000205913,26,14,14,16,17,26
ENSG00000205918,4,1,0,0,3,2
ENSG00000205922,1,0,0,0,0,0
ENSG00000205923,7,1,22,4,2,1
ENSG00000205927,0,0,10,17,26,0
ENSG00000205930,25,11,6,3,2,0
ENSG00000205937,5495,1765,1878,2487,3791,7034
ENSG00000205940,13,0,0,1,4,8
ENSG00000205955,0,0,1,0,0,0
ENSG00000205959,5,3,2,3,6,17
ENSG00000205978,15,2,2,2,3,3
ENSG00000205981,365,99,93,157,173,617
ENSG00000206013,0,0,2,5,3,0
ENSG00000206026,0,0,0,0,0,0
ENSG00000206028,10,5,6,5,2,6
ENSG00000206052,1,1,1,1,0,0
ENSG00000206053,48,20,87,366,649,2299
ENSG00000206066,0,0,1,0,0,0
ENSG00000206073,1,0,0,0,0,0
ENSG00000206077,71,52,170,294,236,5
ENSG00000206102,0,0,0,1,0,4
ENSG00000206113,3,1,0,10,15,3
ENSG00000206120,1,0,0,0,0,0
ENSG00000206127,0,0,0,0,0,0
ENSG00000206140,9,0,0,6,9,0
ENSG00000206145,3,0,0,0,0,0
ENSG00000206147,6,0,1,0,0,0
ENSG00000206149,138,81,50,36,27,130
ENSG00000206150,0,0,0,1,0,0
ENSG00000206168,0,1,0,0,0,0
ENSG00000206172,48,8,5,6,4,2
ENSG00000206177,0,0,0,0,0,0
ENSG00000206190,788,336,288,319,484,971
ENSG00000206195,0,5,4,0,0,20
ENSG00000206199,2,2,3,0,0,0
ENSG00000206203,1,0,1,0,1,0
ENSG00000206228,1,0,0,1,1,0
ENSG00000206249,0,1,0,0,0,0
ENSG00000206337,1189,482,1272,1589,1057,1275
ENSG00000206341,2982,767,963,1353,1834,1910
ENSG00000206344,131,49,110,76,42,0
ENSG00000206384,1,0,0,5,0,0
ENSG00000206417,1246,280,265,74,24,24
ENSG00000206418,313,193,244,199,186,294
ENSG00000206448,30,13,9,8,3,4
ENSG00000206503,29658,8487,9857,13675,20731,19144
ENSG00000206527,637,118,145,113,173,1098
ENSG00000206530,48,25,12,16,24,98
ENSG00000206532,1,0,0,1,0,0
ENSG00000206535,23,8,4,7,6,28
ENSG00000206549,0,0,1,0,1,0
ENSG00000206552,0,0,0,0,0,0
ENSG00000206557,0,0,3,0,0,4
ENSG00000206559,7,0,2,0,0,2
ENSG00000206560,1855,690,1081,2207,1707,1327
ENSG00000206561,39,21,44,12,12,57
ENSG00000206562,108,11,32,42,117,481
ENSG00000206567,4,3,5,0,0,0
ENSG00000206573,635,415,592,744,908,953
ENSG00000206585,153,19,13,19,18,54
ENSG00000206587,0,0,0,0,2,0
ENSG00000206588,4,1,0,0,1,0
ENSG00000206589,0,0,0,0,0,1
ENSG00000206593,0,1,0,0,0,0
ENSG00000206595,1,0,0,0,0,0
ENSG00000206596,7,0,0,0,0,0
ENSG00000206600,0,1,0,0,0,0
ENSG00000206601,1,3,1,3,0,8
ENSG00000206603,1,0,3,3,3,20
ENSG00000206605,9,7,7,9,2,3
ENSG00000206612,35,16,4,4,5,17
ENSG00000206617,0,0,0,0,0,0
ENSG00000206621,11,5,3,2,4,2
ENSG00000206622,3,0,3,1,4,6
ENSG00000206623,2,0,2,7,13,2
ENSG00000206625,4,1,1,0,0,0
ENSG00000206629,3,0,1,1,0,0
ENSG00000206630,11,2,0,2,1,15
ENSG00000206633,92,19,10,9,14,52
ENSG00000206634,55,45,39,40,27,32
ENSG00000206635,0,0,0,1,3,2
ENSG00000206638,0,0,0,2,1,4
ENSG00000206644,6,4,1,2,1,0
ENSG00000206645,2,7,1,8,2,1
ENSG00000206650,3,6,5,2,0,0
ENSG00000206651,18,9,2,1,2,2
ENSG00000206652,37,2,11,11,2,27
ENSG00000206654,0,0,0,1,0,0
ENSG00000206659,8,3,2,3,2,2
ENSG00000206660,4,0,0,0,0,0
ENSG00000206663,0,2,0,0,0,2
ENSG00000206669,2,0,0,0,0,0
ENSG00000206674,1,0,1,0,1,2
ENSG00000206675,19,13,5,4,2,5
ENSG00000206684,0,1,0,0,0,0
ENSG00000206687,8,14,35,26,36,5
ENSG00000206688,4,2,0,1,0,1
ENSG00000206698,2,5,3,2,4,5
ENSG00000206699,0,1,0,0,0,1
ENSG00000206702,43,3,0,1,2,0
ENSG00000206703,0,0,0,0,0,0
ENSG00000206704,1,0,3,4,1,0
ENSG00000206710,0,0,0,0,0,0
ENSG00000206712,0,0,0,0,0,1
ENSG00000206713,0,0,0,0,0,0
ENSG00000206715,1,0,0,1,3,2
ENSG00000206717,3,0,0,1,1,0
ENSG00000206723,1,0,0,0,0,0
ENSG00000206727,0,0,0,1,0,0
ENSG00000206728,2,1,1,2,5,5
ENSG00000206731,0,0,1,0,0,1
ENSG00000206732,1,3,1,1,2,4
ENSG00000206734,3,1,1,1,3,3
ENSG00000206737,32,7,4,4,11,18
ENSG00000206738,0,0,0,0,0,0
ENSG00000206739,1,0,1,0,0,0
ENSG00000206744,1,0,0,0,0,0
ENSG00000206751,0,0,0,1,0,0
ENSG00000206754,32,17,11,8,18,45
ENSG00000206755,6,1,7,8,4,12
ENSG00000206756,3,2,0,1,1,7
ENSG00000206762,3,0,1,0,0,0
ENSG00000206763,1,1,0,2,4,3
ENSG00000206768,10,3,7,1,2,3
ENSG00000206775,1,1,2,0,3,5
ENSG00000206778,0,2,0,0,2,3
ENSG00000206784,0,0,0,2,3,4
ENSG00000206785,0,0,1,2,1,0
ENSG00000206786,0,1,0,1,2,4
ENSG00000206790,0,0,0,0,0,1
ENSG00000206805,0,0,0,0,0,0
ENSG00000206807,0,0,0,0,0,0
ENSG00000206814,0,0,0,0,1,0
ENSG00000206816,0,0,1,0,0,0
ENSG00000206820,0,0,0,0,0,1
ENSG00000206824,3,0,1,1,2,6
ENSG00000206828,63,8,15,13,13,28
ENSG00000206838,80,34,15,15,14,31
ENSG00000206846,2,0,1,0,0,9
ENSG00000206848,1,1,0,4,4,3
ENSG00000206859,0,0,0,0,3,0
ENSG00000206862,0,1,0,0,0,0
ENSG00000206865,1,0,0,0,0,0
ENSG00000206870,0,0,0,1,1,0
ENSG00000206875,17,22,11,12,5,9
ENSG00000206878,0,0,0,0,0,0
ENSG00000206881,2,3,1,0,0,0
ENSG00000206885,16,18,7,9,23,41
ENSG00000206888,3,2,2,2,3,2
ENSG00000206892,0,2,2,1,0,1
ENSG00000206897,5,1,1,4,8,7
ENSG00000206899,4,2,0,2,0,3
ENSG00000206903,4,3,2,0,2,2
ENSG00000206911,0,0,0,0,1,0
ENSG00000206914,1,3,8,0,6,7
ENSG00000206920,1,0,2,0,0,0
ENSG00000206921,0,0,1,0,1,1
ENSG00000206922,0,0,0,2,2,1
ENSG00000206932,14,3,4,3,2,5
ENSG00000206936,1,0,0,0,0,1
ENSG00000206937,3,5,3,0,2,0
ENSG00000206941,10,10,3,2,3,8
ENSG00000206948,1,1,0,2,0,0
ENSG00000206954,0,1,1,1,0,1
ENSG00000206957,1,1,1,3,0,1
ENSG00000206958,0,0,0,0,0,1
ENSG00000206959,1,0,0,0,0,0
ENSG00000206961,0,0,0,0,0,1
ENSG00000206964,0,0,0,0,0,0
ENSG00000206965,20,2,4,0,5,2
ENSG00000206967,0,1,0,1,0,0
ENSG00000206969,6,9,10,30,13,23
ENSG00000206970,0,0,2,0,0,0
ENSG00000206975,1,0,0,0,0,0
ENSG00000206976,2,6,6,1,4,6
ENSG00000206980,0,0,0,0,0,0
ENSG00000206985,0,0,1,1,0,0
ENSG00000206989,12,6,10,6,11,9
ENSG00000206991,0,1,0,0,0,0
ENSG00000206992,8,1,1,3,1,1
ENSG00000206995,0,0,1,1,0,0
ENSG00000207001,4,3,1,0,0,2
ENSG00000207003,6,5,4,7,3,2
ENSG00000207004,0,1,0,0,0,2
ENSG00000207005,101,25,19,28,26,55
ENSG00000207008,3503,632,545,251,416,328
ENSG00000207009,0,2,0,0,2,2
ENSG00000207012,0,1,1,0,0,1
ENSG00000207014,0,0,0,0,0,0
ENSG00000207016,0,0,0,0,1,0
ENSG00000207020,0,0,0,0,0,0
ENSG00000207021,0,0,1,0,0,0
ENSG00000207022,7,1,0,0,0,1
ENSG00000207023,2,6,2,2,1,3
ENSG00000207029,0,1,0,1,0,0
ENSG00000207031,10,12,6,6,7,7
ENSG00000207034,30,22,25,23,16,13
ENSG00000207041,5,1,0,0,1,3
ENSG00000207042,2,0,1,1,1,1
ENSG00000207047,1,4,3,0,4,5
ENSG00000207052,0,1,0,0,0,0
ENSG00000207061,8,1,0,1,1,0
ENSG00000207063,13,12,8,3,5,6
ENSG00000207067,59,32,19,13,11,23
ENSG00000207072,4,0,0,0,0,0
ENSG00000207073,0,0,0,1,1,0
ENSG00000207086,1,0,0,0,0,0
ENSG00000207087,4,0,0,0,0,0
ENSG00000207088,840,81,133,103,109,92
ENSG00000207092,9,14,14,10,8,4
ENSG00000207093,0,0,0,1,0,0
ENSG00000207105,0,1,0,0,0,0
ENSG00000207109,5,3,0,1,1,2
ENSG00000207110,6,2,4,29,77,21
ENSG00000207113,0,0,0,1,0,0
ENSG00000207116,2,2,1,1,0,1
ENSG00000207119,0,0,1,0,0,0
ENSG00000207128,1,2,0,0,0,0
ENSG00000207133,10,1,1,0,4,1
ENSG00000207134,0,0,0,3,1,3
ENSG00000207136,1,0,4,2,1,1
ENSG00000207137,24,3,2,5,2,5
ENSG00000207139,0,1,2,2,0,0
ENSG00000207142,0,0,1,0,0,1
ENSG00000207151,0,0,0,0,0,0
ENSG00000207153,7,2,1,1,0,3
ENSG00000207154,0,0,0,0,0,0
ENSG00000207162,0,0,0,0,1,0
ENSG00000207168,1,0,0,0,0,0
ENSG00000207169,0,0,0,0,0,0
ENSG00000207172,1,0,0,1,0,0
ENSG00000207174,2,2,0,0,1,1
ENSG00000207175,11,1,1,1,0,2
ENSG00000207181,427,41,62,31,53,78
ENSG00000207185,7,4,5,7,3,4
ENSG00000207187,2,2,0,0,0,0
ENSG00000207189,1,0,1,3,1,2
ENSG00000207191,0,0,1,0,0,0
ENSG00000207193,0,0,0,0,0,0
ENSG00000207200,0,0,0,0,0,0
ENSG00000207201,1,0,0,0,0,0
ENSG00000207205,226,43,62,76,51,109
ENSG00000207206,0,0,0,0,0,0
ENSG00000207208,8,2,5,4,2,2
ENSG00000207217,17,4,5,4,2,14
ENSG00000207221,9,12,3,2,0,1
ENSG00000207223,0,0,0,3,2,2
ENSG00000207231,4,1,2,2,0,0
ENSG00000207233,102,15,24,13,21,20
ENSG00000207234,2,4,3,2,2,1
ENSG00000207245,1,1,1,2,2,0
ENSG00000207248,3,3,0,3,0,2
ENSG00000207260,0,0,1,0,0,0
ENSG00000207263,1,1,1,0,0,1
ENSG00000207264,0,0,0,0,0,0
ENSG00000207274,0,0,0,0,0,1
ENSG00000207277,0,0,0,2,0,1
ENSG00000207279,5,15,4,1,0,0
ENSG00000207280,14,33,17,24,48,33
ENSG00000207281,1,5,0,1,1,3
ENSG00000207291,0,0,1,0,0,0
ENSG00000207292,1,0,0,0,0,0
ENSG00000207293,1,4,3,2,2,0
ENSG00000207296,1,0,0,0,0,0
ENSG00000207297,0,1,1,1,2,9
ENSG00000207305,0,0,1,0,0,0
ENSG00000207306,5,3,6,2,4,6
ENSG00000207308,4,0,1,0,0,0
ENSG00000207309,0,1,0,0,0,0
ENSG00000207313,12,7,5,5,6,15
ENSG00000207320,1,2,7,12,7,8
ENSG00000207322,4,0,0,0,0,0
ENSG00000207326,1,1,0,3,1,1
ENSG00000207327,0,0,1,0,0,2
ENSG00000207331,0,0,0,0,0,1
ENSG00000207333,1,3,0,1,0,1
ENSG00000207334,0,0,0,0,0,0
ENSG00000207336,2,0,0,1,2,4
ENSG00000207340,10,0,0,1,1,2
ENSG00000207342,0,2,0,0,0,0
ENSG00000207344,17,19,10,13,1,1
ENSG00000207349,1,0,0,0,0,0
ENSG00000207352,11,3,1,1,0,2
ENSG00000207355,0,0,0,0,1,0
ENSG00000207356,0,0,0,0,1,0
ENSG00000207357,71,22,21,22,20,7
ENSG00000207359,1,0,1,1,1,0
ENSG00000207362,0,0,0,0,0,0
ENSG00000207367,1,0,0,0,0,0
ENSG00000207368,1,3,4,2,0,5
ENSG00000207369,0,0,0,0,0,1
ENSG00000207370,17,13,10,8,6,9
ENSG00000207371,0,0,0,0,0,0
ENSG00000207375,4,1,1,0,2,2
ENSG00000207379,0,0,0,2,0,1
ENSG00000207380,0,0,1,0,0,7
ENSG00000207381,0,0,0,0,1,0
ENSG00000207383,0,0,0,1,0,1
ENSG00000207385,2,0,0,0,2,4
ENSG00000207389,8,1,2,1,4,5
ENSG00000207392,114,127,109,76,44,30
ENSG00000207402,0,0,2,1,0,0
ENSG00000207404,0,1,2,1,0,1
ENSG00000207416,0,0,0,0,0,2
ENSG00000207417,1,0,0,0,0,14
ENSG00000207420,0,0,0,0,0,0
ENSG00000207425,1,4,2,2,5,2
ENSG00000207428,0,0,0,0,0,0
ENSG00000207442,9,6,6,4,1,6
ENSG00000207444,0,0,4,3,2,5
ENSG00000207445,1569,1002,847,670,529,309
ENSG00000207449,0,0,0,0,0,0
ENSG00000207450,1,3,0,0,2,3
ENSG00000207452,0,0,1,2,0,1
ENSG00000207454,0,0,0,0,0,0
ENSG00000207455,0,0,0,0,0,0
ENSG00000207457,1,0,0,0,0,0
ENSG00000207460,12,3,0,2,1,3
ENSG00000207468,11,3,3,9,2,9
ENSG00000207475,8,13,3,2,5,4
ENSG00000207481,0,1,0,0,0,0
ENSG00000207484,4,4,2,4,2,3
ENSG00000207492,0,0,1,0,0,0
ENSG00000207493,10,8,5,3,7,7
ENSG00000207505,0,0,0,0,0,3
ENSG00000207507,10,2,1,1,0,1
ENSG00000207508,4,7,2,7,4,7
ENSG00000207512,0,0,0,0,0,0
ENSG00000207518,0,4,2,5,0,3
ENSG00000207523,29,11,3,11,12,17
ENSG00000207524,0,0,1,0,0,0
ENSG00000207525,9,4,6,6,0,2
ENSG00000207546,4,2,8,5,3,1
ENSG00000207547,0,0,3,3,0,9
ENSG00000207550,0,0,1,0,0,0
ENSG00000207554,2,1,1,3,3,3
ENSG00000207561,0,1,1,0,0,1
ENSG00000207563,0,0,0,0,0,1
ENSG00000207573,0,0,2,0,0,0
ENSG00000207574,1,3,3,2,4,0
ENSG00000207582,0,0,0,0,0,0
ENSG00000207588,2,2,1,0,0,4
ENSG00000207600,0,0,0,0,0,0
ENSG00000207605,1,1,0,2,0,1
ENSG00000207606,2,2,1,1,0,0
ENSG00000207609,2,0,1,0,0,1
ENSG00000207612,1,1,0,9,3,1
ENSG00000207614,1,0,0,1,0,0
ENSG00000207617,0,0,0,0,0,1
ENSG00000207622,0,1,2,0,0,1
ENSG00000207626,0,0,1,3,2,3
ENSG00000207627,1,0,1,0,1,1
ENSG00000207631,4,6,2,1,0,4
ENSG00000207633,4,1,5,0,3,9
ENSG00000207635,0,0,1,0,0,0
ENSG00000207638,0,1,0,0,0,0
ENSG00000207642,3,3,6,1,2,4
ENSG00000207647,0,0,0,0,0,0
ENSG00000207650,10,3,5,8,14,12
ENSG00000207651,0,1,0,0,0,2
ENSG00000207652,5,1,1,0,7,27
ENSG00000207653,0,0,1,1,3,3
ENSG00000207654,0,0,0,0,1,2
ENSG00000207688,1,0,3,6,5,5
ENSG00000207692,0,0,0,1,0,0
ENSG00000207693,0,0,0,0,2,1
ENSG00000207696,1,0,1,2,0,2
ENSG00000207697,5,3,5,8,13,15
ENSG00000207698,0,5,1,5,2,0
ENSG00000207701,0,3,1,2,3,0
ENSG00000207704,0,1,0,0,0,0
ENSG00000207712,0,1,0,0,0,1
ENSG00000207713,0,0,0,1,0,0
